ID,Registro,Fecha Cot,Vigencia,N° Cot,Producto,Monto Asegurado,Forma de Pago,Cuotas,Descuento Adicional,Promoción,PDF,Aceptada?,Plan Aceptado,Recomendada?,Deducible Recomendado,Comentarios
6701960c,2a56238c,11/3/2026,15,1276,Pro0032,,,12,,,/Gestión/Cotizaciones/6701960c.PDF.205401.pdf,TRUE,,,,
6b923773,2856c70a,12/3/2026,15,1277,Pro0034,,,12,,,/Gestión/Cotizaciones/6b923773.PDF.153923.pdf,TRUE,,,,
3394c5b9,2856c70a,12/3/2026,15,1227,Pro0054,,,12,,,/Gestión/Cotizaciones/3394c5b9.PDF.154400.pdf,FALSE,,,,
7ad0fd7e,e6aa8b9a,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,TRUE,,,,
427f3125,9614284a,13/3/2026,1,soaptzld34,1c2c02fd,,,1,,,,FALSE,,,,
504a1fe6,63a49fe0,18/3/2026,15,59365016,4fdf4801,,,12,,,/Gestión/Cotizaciones/504a1fe6.PDF.182512.pdf,FALSE,,,,
427f3126,7edb0d4b,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe7,339fa3f9,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3127,339fa3f93,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe8,339fa3f177,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3128,339fa3f261,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe9,339fa3f345,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3129,339fa3f429,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe10,339fa3f513,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3130,339fa3f597,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe11,339fa3f681,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3131,339fa3f765,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
504a1fe12,339fa3f849,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
427f3132,339fa3f933,12/3/2026,30,SOAP26002330,e7334ec9,,,1,,,/Gestión/Cotizaciones/7ad0fd7e.PDF.124909.pdf,FALSE,,,,
d3e62bd7,a34ebb14,25/3/2026,15,1293,ee15c670,,,10,,,/Gestión/Cotizaciones/d3e62bd7.PDF.201219.pdf,TRUE,,,,
e78806ea,9614284a,26/3/2026,1,soap226,e7334ec9,,,1,,,,TRUE,,,,
37b65361,6538a3f3,26/3/2026,1,soap2026,e7334ec9,,,1,,,,TRUE,,,,
eec38cad,84cf7d14,2/4/2026,15,1319,Pro0034,,,12,,,/Gestión/Cotizaciones/eec38cad.PDF.150933.pdf,TRUE,,,,
2f6462fa,4bc35765,2/4/2026,15,1320,Pro0099,,PAT,12,,,/Gestión/Cotizaciones/2f6462fa.PDF.154202.pdf,TRUE,68200464,,,
39088780,9f17dea2,2/4/2026,15,1321,Pro0032,,,12,,,/Gestión/Cotizaciones/39088780.PDF.155458.pdf,TRUE,,,,
9545f24a,304b3cf5,7/4/2026,15,1322,Pro0034,,,12,,,/Gestión/Cotizaciones/9545f24a.PDF.154610.pdf,TRUE,2e1c9388,,,
9282f0a2,0f938ac0,20/4/2026,1,1,Pro0080,$795.00,Directa,1,0%,,/Gestión/Cotizaciones/9282f0a2.PDF.190935.pdf,TRUE,2c224a79,,,
f5023eaf,98d5e628,20/4/2026,1,1,Pro0079,$500.00,Directa,1,0%,,/Gestión/Cotizaciones/f5023eaf.PDF.191358.pdf,TRUE,6a4c80ea,,,
9d1a4d8a,de2d43b6,22/4/2026,10,22042026,81cf4227,"$6,500.00",PAT,11,0%,,/Gestión/Cotizaciones/9d1a4d8a.PDF.155147.pdf,,,,,
88243327,e4e057cf,17/4/2026,15,1338,e5f28b1c,,PAT,12,0%,,/Gestión/Cotizaciones/88243327.PDF.162139.pdf,,381063a9,,,
5eb7179c,de2d43b6,27/4/2026,10,V2,81cf4227,"$4,500.00",PAT,11,0%,,/Gestión/Cotizaciones/5eb7179c.PDF.202754.pdf,,a225dab6,,,
e34e12d1,f3c2adf3,28/4/2026,15,1353,e5f28b1c,,PAT,12,0%,,/Gestión/Cotizaciones/e34e12d1.PDF.193451.pdf,,10be63a0,,,
76d27fc5,d409d0a1,30/4/2026,15,1354,Pro0032,,PAT,12,0%,,/Gestión/Cotizaciones/76d27fc5.PDF.181813.pdf,,1c607085,,,
6bf84959,0ff7fff4,30/4/2026,15,1355,Pro0110,,Directa,12,0%,,/Gestión/Cotizaciones/6bf84959.PDF.193019.pdf,,1df03922,,,
05a3f9b6,e941100c,30/4/2026,15,1356,fdb721c8,,PAT,12,0%,,/Gestión/Cotizaciones/05a3f9b6.PDF.193814.pdf,,,,,
d89aca51,1052a1a4,13/5/2026,15,1376,Pro0032,,PAT,12,0%,,/Gestión/Cotizaciones/d89aca51.PDF.175219.pdf,,1c44800e,,,
2020390e,60c09a2a,30/4/2026,15,1358,Pro0009,,PAT,12,0%,,/Gestión/Cotizaciones/2020390e.PDF.203043.pdf,,,,,
787237f9,2a15e628,30/4/2026,15,1359,fdb721c8,,PAT,12,0%,,/Gestión/Cotizaciones/787237f9.PDF.205213.pdf,,,,,
1508f866,2a15e628,30/4/2026,15,1359,e5f28b1c,,PAT,12,0%,Cuota Gratis,/Gestión/Cotizaciones/1508f866.PDF.205933.pdf,,,,,
0a7fbeb8,c2c8516c,4/5/2026,10,04052026,e7334ec9,,Directa,1,0%,,/Gestión/Cotizaciones/0a7fbeb8.PDF.221509.pdf,,45aab96b,,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
