ID,Documento,Tipo,Movimiento,Fecha Emisión,Glosa,Item,Recibo,N° Endoso,PDF Folio,PDF Endoso,PDF Recibo,Condiciones,Solicitud Finalizada?,Impresión PDF,Comentarios
Sol0209,Doc0439,Endoso,Anulación,27/2/2025,Anular por cambio a Pol QP1159614,,Enviado a Carlos Fuentes,,/Gestión/Pólizas/Solicitudes/27-02-25 Sol0209 Pol QP192549.pdf,,,,TRUE,Impreso,Folio Antiguo E113
Sol0210,Doc0426,Endoso,Cancelación,28/2/2025,Cancelar a contar del 27-02-25 por solicitud del asegurado.,,250228-000970,,/Gestión/Pólizas/Solicitudes/28-02-25 Sol0210 Pol 300479693.pdf,,,,TRUE,Impreso,Folio Antiguo E114
Sol0211,Doc0282,Propuesta,Renovación,7/3/2025,Se renueva en iguales condiciones,,8876965-1,,/Gestión/Pólizas/Solicitudes/07-03-25 Sol0211 Pol 1400020.pdf,,,,TRUE,Impreso,Folio Antiguo P102
Sol0212,Doc0441,Propuesta,Renovación,7/3/2025,Se renueva en iguales condiciones,,8877069-1,,/Gestión/Pólizas/Solicitudes/07-03-25 Sol0212 Pol 1506581.pdf,,,,TRUE,Impreso,Folio Antiguo P103
Sol0213,Doc0284,Endoso,Modificación,7/3/2025,Prorrogar por 30 días debido a falta de condiciones por siniestro abierto.,,12986228,,/Gestión/Pólizas/Solicitudes/07-03-25 Sol0213 Pol 20553891.pdf,,,,TRUE,Impreso,Folio Antiguo E115
Sol0214,Doc0443,Propuesta,Renovación,17/3/2025,Se renueva en iguales condiciones,,Enviado por correo a Lorena Castro,,/Gestión/Pólizas/Solicitudes/17-03-25 Sol0214 Pol 95423.pdf,,,,TRUE,Impreso,Folio Antiguo P104
Sol0215,Doc0313,Endoso,Modificación,18/3/2025,"Se modifica clausula de vía pública acontar del 11-03-2025.
Se adjuntan detalles de modificación en hoja 2",,Enviado por correo a frontdesk@sbins.cl y a francisco tello,1,/Gestión/Pólizas/Solicitudes/18-03-25 Sol0215 Pol 20109730.pdf,,,,TRUE,Impreso,Folio Antiguo E116
Sol0216,Doc0453,Endoso,Cancelación,26/3/2025,Se cancela a solicitud del asegurado,,13010360,,/Gestión/Pólizas/Solicitudes/26-03-25 Sol0216 Pol 61891416.pdf,,,,TRUE,Impreso,Folio Antiguo E117
Sol0217,Doc0454,Propuesta,Renovación,3/4/2025,"Se renueva con aumento de tasa exenta y modificación en cláusula de cañerias
Se adjuntan condiciones de renovación en correo",,13032896,,/Gestión/Pólizas/Solicitudes/03-04-25 Sol0217 Pol 20607039.pdf,,,,TRUE,Impreso,Folio Antiguo P105
Sol0218,Doc0456,Propuesta,Renovación,7/4/2025,"Se renueva en iguales condiciones
Se incluyen condiciones",,8882472-1,,/Gestión/Pólizas/Solicitudes/07-04-25 Sol0218 Pol 1515344.pdf,,,,TRUE,Impreso,Folio Antiguo P106
Sol0219,Doc0470,Endoso,Anulación,14/4/2025,Anular por duplicidad con póliza 95423,,Portal,,/Gestión/Pólizas/Solicitudes/14-04-25 Sol0219 Pol 95440.pdf,,,,TRUE,Impreso,Folio Antiguo E118
Sol0220,Doc0456,Endoso,Modificación,21/4/2025,Comisión Incorrecta. Debería ser 18% para afecta y exenta,,17140644,Nulo,/Gestión/Pólizas/Solicitudes/21-04-25 Sol0220 Pol 1515344.pdf,,,,TRUE,Impreso,
Sol0221,Doc0478,Endoso,Anulación,23/4/2025,Anular a solicitud del asegurado,,254283,,/Gestión/Pólizas/Solicitudes/23-04-25 Sol0221 Pol 25019949.pdf,,,,TRUE,Impreso,
Sol0222,Doc0477,Endoso,Anulación,24/4/2025,Anular por cambio a pol QP1166435,,17476452,,/Gestión/Pólizas/Solicitudes/24-04-25 Sol0222 Pol OP193959.pdf,,,,TRUE,Impreso,
Sol0223,Doc0454,Endoso,Modificación,25/4/2025,Modificar plan de pago. Deben ser 12 cuotas no 10.,,CL_2025_290136,,/Gestión/Pólizas/Solicitudes/25-04-25 Sol0223 Pol 20607039.pdf,,,,TRUE,Impreso,
Sol0224,Doc0485,Propuesta,Renovación,28/4/2025,"Emitir póliza según cotización adjunta
PAC Banco Scotiabank 971780894",,17144934-1,,/Gestión/Pólizas/Solicitudes/28-04-25 Sol0224 Pol 1521285.pdf,,,,TRUE,Impreso,
Sol0225,Doc0487,Endoso,Cancelación,2/5/2025,Cancelar a solicitud del asegurado,,255629,,/Gestión/Pólizas/Solicitudes/02-05-25 Sol0225 Pol 24505496.pdf,,,,TRUE,Impreso,
Sol0226,Doc0491,Propuesta,Nueva,15/5/2025,Emitir Póliza según condiciones adjuntas,,-,,/Gestión/Pólizas/Solicitudes/15-05-25 Sol0226 Pol 380597.pdf,,,,TRUE,Impreso,
Sol0227,Doc0494,Endoso,Anulación,2/6/2025,"Anular desde inicio por cambio de compañía.
Se adjunta Carátula con fechas.",,250602-000486,,/Gestión/Pólizas/Solicitudes/02-06-25 Sol0227 Pol 300500049.pdf,,,,TRUE,Impreso,
Sol0228,Doc0495,Endoso,Cancelación,2/6/2025,"Cancelar a contar del 16-05-25, por cambio de compañía.
Se incluye carátula con fechas",,262176,,/Gestión/Pólizas/Solicitudes/02-06-25 Sol0228 Pol 24142385.pdf,,,,TRUE,Impreso,
Sol0229,Doc0496,Endoso,Cancelación,2/6/2025,"Cancelar a contar del 16-05-25, por cambio de compañía.
Se incluye carátula con fechas",,250602-000637,,/Gestión/Pólizas/Solicitudes/02-06-25 Sol0229 Pol 300479734.pdf,,,,TRUE,Impreso,
Sol0230,Doc0500,Propuesta,Renovación,4/6/2025,Renovar en iguales condiciones,,17612238,,/Gestión/Pólizas/Solicitudes/04-06-25 Sol0230 Pol OP199241.pdf,,,,TRUE,Impreso,
Sol0231,Doc0503,Propuesta,Renovación,13/6/2025,Renovar según condiciones adjuntas,,101845,,/Gestión/Pólizas/Solicitudes/13-06-25 Sol0231 Pol 20116915.pdf,,,,TRUE,Impreso,
Sol0232,Doc0508,Endoso,Anulación,19/6/2025,Anular desde inicio por cambio,,267314,,/Gestión/Pólizas/Solicitudes/19-06-25 Sol0232 Pol 25538038.pdf,,,,TRUE,Impreso,
Sol0233,Doc0509,Propuesta,Renovación,19/6/2025,Renovar en iguales condiciones,,13140479,,/Gestión/Pólizas/Solicitudes/19-06-25 Sol0233 Pol 23034022.pdf,,,,TRUE,Impreso,
Sol0234,Doc0510,Propuesta,Renovación,19/6/2025,Renovar en iguales condiciones,,13140483,,/Gestión/Pólizas/Solicitudes/19-06-25 Sol0234 Pol 61951634.pdf,,,,TRUE,Impreso,
Sol0235,Doc0511,Propuesta,Renovación,19/6/2025,Renovar en iguales condiciones,,13140486,,/Gestión/Pólizas/Solicitudes/19-06-25 Sol0235 Pol 61951791.pdf,,,,TRUE,Impreso,
Sol0236,Doc0518,Propuesta,Renovación,27/6/2025,"Renovar en iguales condiciones.
Se incluyen Condiciones de renovación",,250627-000767,,/Gestión/Pólizas/Solicitudes/27-06-25 Sol0236 Pol 600011078.pdf,,,,TRUE,Impreso,
Sol0237,Doc0519,Endoso,Cancelación,27/6/2025,Cancelar a contar de hoy a solicitud del asegurado,,17699939,,/Gestión/Pólizas/Solicitudes/27-06-25 Sol0237 Pol QP1171318.pdf,,,,TRUE,Impreso,
Sol0238,Doc0524,Endoso,Cancelación,7/7/2025,Cancelar a contar del 05-07  a solicitur del asegurado,,17734323,,/Gestión/Pólizas/Solicitudes/Folios//Sol0238.PDF Folio.202408.pdf,,,,TRUE,,
Sol0239,Doc0529,Endoso,Cancelación,23/7/2025,Cancelar a contar del 22-07 a solicitud del asegurado,,13180246,,/Gestión/Pólizas/Solicitudes/23-07-25 Sol0239 Pol 61870646.pdf,,,,TRUE,Impreso,
Sol0240,Doc0530,Propuesta,Renovación,29/7/2025,Renovar en iguales condiciones,,1501175405,,/Gestión/Pólizas/Solicitudes/29-07-25 Sol0240 Pol 54727.pdf,,,,TRUE,Impreso,
Sol0241,Doc0531,Endoso,Cancelación,29/7/2025,Cancelar a partir del 28-07 a solicitud del asegurado por venta de materia.,,CAS-04601600,,/Gestión/Pólizas/Solicitudes/29-07-25 Sol0241 Pol 373024.pdf,,,,TRUE,Impreso,
Sol0242,Doc0533,Endoso,Cancelación,29/7/2025,Cancelas a contar del 29-07 por venta de la materia,,Enviado a cristina mora por error en portal,,/Gestión/Pólizas/Solicitudes/29-07-25 Sol0242 Pol 7820461.pdf,,,,TRUE,Impreso,
Sol0243,Doc0534,Endoso,Anulación,29/7/2025,Anular desde inicio por venta de materia,,Enviado a cristina mora por error en portal,,/Gestión/Pólizas/Solicitudes/29-07-25 Sol0243 Pol 8384078.pdf,,,,TRUE,Impreso,
Sol0244,Doc0537,Endoso,Cancelación,25/8/2025,"Cancelar a Partir del 21/08, a solicitud del asegurado",,13216325,,/Gestión/Pólizas/Solicitudes/25-08-25 Sol0244 Pol 61921211.pdf,,,,TRUE,Impreso,
Sol0245,Doc0538,Endoso,Cancelación,25/8/2025,"Cancelar a Partir del 21/08, a solicitud del asegurado",,13216340,,/Gestión/Pólizas/Solicitudes/25-08-25 Sol0245 Pol 61921212.pdf,,,,TRUE,Impreso,
072e767e,497e0c55,Endoso,Cancelación,8/10/2025,Cancelar desde el 07/10 a solicitud del Asegurado,,Enviado a Ana con copia a Valentina,,/Gestión/Pólizas/Solicitudes/08-10-25 Sol0246 Pol 144045932.pdf,,,,,Impreso,
f4c98f26,0b926cad,Endoso,Anulación,27/10/2025,Anular desde inicio,,251027-001017,,/Gestión/Pólizas/Solicitudes/27-10-25 Sol0247 Pol 300527206.pdf,,,,TRUE,Impreso,
e5d2b9a4,8327a4af,Propuesta,Renovación,28/10/2025,Renovar en iguales condiciones.,,13320979,,/Gestión/Pólizas/Solicitudes/28-10-25 Sol0248 Pol Pendiente.pdf,,,,TRUE,Impreso,
70d6555e,293463d0,Endoso,Cancelación,29/10/2025,Cancelar a Solictud de Contratante a contar del 10/28/2025,,18157363,,/Gestión/Pólizas/Solicitudes/29-10-25 Sol0249 Pol QP1186423.pdf,,,,TRUE,Impreso,
012cd4ac,938b5ef3,Endoso,Anulación,12/11/2025,Anular desde inicio por cambio de asegurado,,Enviado a Cristina Mora con copia a Jessica Navarro,,/Gestión/Pólizas/Solicitudes/12-11-25 Sol0250 Pol 7032178.pdf,,,,TRUE,Impreso,
4bd5b73d,90c88dd8,Endoso,Anulación,12/11/2025,Anular desde inicio,,18207784,,/Gestión/Pólizas/Solicitudes/12-11-25 Sol0251 Pol QP1195676.pdf,,,,TRUE,Impreso,
4ac5437e,30b808cd,Endoso,Modificación,14/11/2025,"Corregir dirección
Dirección Correcta: Burgos 80 oficina 601, Las Condes",,CL30082,,/Gestión/Pólizas/Solicitudes/14-11-25 Sol0252 Pol 20628146.pdf,/Gestión/Pólizas/Solicitudes/4ac5437e.PDF Endoso.200939.pdf,,,TRUE,Impreso,
07b87a65,b5990e75,Endoso,Exclusión,21/11/2025,Exlcuir materia a contar del 23/10/25 a solicitud del asegurado,,18243568,,/Gestión/Pólizas/Solicitudes/21-11-25 Sol0253 Pol QP1163548.pdf,,,,TRUE,Impreso,
44a0c769,fc5ced12,Propuesta,Renovación,24/11/2025,Renovar en iguales condiciones,,18248993,,/Gestión/Pólizas/Solicitudes/24-11-25 Sol0254 Pol Pendiente.pdf,,,FALSE,TRUE,Impreso,
1206c35d,ea7a8d52,Endoso,Anulación,26/11/2025,Anular desde inicio por cambio,,13344487,,/Gestión/Pólizas/Solicitudes/26-11-25 Sol0255 Pol 20627638.pdf,,,,TRUE,Impreso,
1781d4da,5757f9b8,Propuesta,Renovación,26/11/2025,Renovar en iguales condiciones,,Enviado por correo a Lorena Castro,,/Gestión/Pólizas/Solicitudes/26-11-25 Sol0256 Pol Pendiente.pdf,,,,TRUE,Impreso,
ac659185,8d83795e,Simple,Devolución Prima,1/12/2025,Devolución UF2.61,,18275575,,/Gestión/Pólizas/Solicitudes/01-12-25 Sol0257 Pol QP1186423.pdf,,,,TRUE,Impreso,
9852a456,497e0c55,Simple,Devolución Prima,3/12/2025,"Devolución por UF1,29",,Correo Devolución Prima,,/Gestión/Pólizas/Solicitudes/03-12-25 Sol0258 Pol 144045932.pdf,,/Gestión/Pólizas/Solicitudes/9852a456.PDF Recibo.154917.pdf,FALSE,TRUE,Impreso,
fb85cb65,30b808cd,Endoso,Modificación,3/12/2025,"Modificar dirección comercial del contratante y asegurado.
Dirección correcta es Burgos 80, Oficina 601, Las Condes",,13349325,,/Gestión/Pólizas/Solicitudes/03-12-25 Sol0259 Pol 20628146.pdf,/Gestión/Pólizas/Solicitudes/fb85cb65.PDF Endoso.172236.pdf,/Gestión/Pólizas/Solicitudes/fb85cb65.PDF Recibo.200922.pdf,,TRUE,Impreso,
bad5c02e,71e447d1,Endoso,Cancelación,4/12/2025,Cancelar a solicitud del asegurado por cambio,,18293335,,/Gestión/Pólizas/Solicitudes/04-12-25 Sol0260 Pol OP204792.pdf,,,,TRUE,Impreso,
d7f56a5b,85e4e92b,Endoso,Modificación,15/12/2025,"Modificar día de pago del 05 al 25, para facilitar el pago en cheque del cliente.",,CL42376,,/Gestión/Pólizas/Solicitudes/15-12-25 Sol0261 Pol 99249.pdf,,,,TRUE,Impreso,
ec6e81e9,fc5ced12,Endoso,Modificación,15/12/2025,"Modificar Plan de pago para que la primera cuota sea el 25/01/2026
El cliente emite Cheques para pagar, y se demora como 20 días en emitirlo, por lo que necesita que los días de pago sean los 20 o 25",,18323645,,/Gestión/Pólizas/Solicitudes/15-12-25 Sol0262 Pol OP214827.pdf,,,,TRUE,Impreso,
debcbb64,eed524b8,Endoso,Modificación,15/12/2025,"Modificar Plan de pago para que la primera cuota sea el 25/01/2026
El cliente emite Cheques para pagar, y se demora como 20 días en emitirlo, por lo que necesita que los días de pago sean los 20 o 25",,18323671,,/Gestión/Pólizas/Solicitudes/15-12-25 Sol0263 Pol QP1200350.pdf,,,,TRUE,Impreso,
d0830183,0980ba0c,Endoso,Modificación,15/12/2025,"Modificar Plan de pago para que la primera cuota sea el 25/01/2026
El cliente emite Cheques para pagar, y se demora como 20 días en emitirlo, por lo que necesita que los días de pago sean los 20 o 25",,18323736,,/Gestión/Pólizas/Solicitudes/15-12-25 Sol0264 Pol QP1200364.pdf,,,,TRUE,Impreso,
34f7cefb,Doc0530,Endoso,Modificación,19/12/2025,"Modificar Pagador para item 4.
El rut del contratante es el pagador de todos los items.",4,Gaveta Virtual,,/Gestión/Pólizas/Solicitudes/19-12-25 Sol0266 Pol 54727.pdf,,,,TRUE,Impreso,
8673102b,3fc26c10,Endoso,Anulación,2/1/2026,Anular desde inicio por cambio a pol 86158,1,Enviado a Mesadeentrada.ch@chubb.com,,/Gestión/Pólizas/Solicitudes/02-01-26 Sol0266 Pol 86075.pdf,,,,TRUE,Impreso,
d5e5b434,e2cda8ba,Endoso,Anulación,13/1/2026,"Anular desde inicio.
Fue reemplazada por pol QP1208490",1,18422838,,/Gestión/Pólizas/Solicitudes/13-01-26 Sol0269 Pol QP1203768.pdf,,,,TRUE,Impreso,
3aef84f2,bcc0b1ff,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Pol reemplazada por pol QP1208728",1,18426205,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0270 Pol QP1204063.pdf,,,,TRUE,Impreso,
7166f63b,99eeb447,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Reemplazada por pol QP1208733",1,18426311,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0271 Pol QP1203723.pdf,,,,TRUE,Impreso,
a2292ed9,6b049452,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Reemplazada por pol QP1208737",1,18426483,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0272 Pol QP1203672.pdf,,,,TRUE,Impreso,
bc2e1bde,79298a4b,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Reemplazada por Pol QP1208745",1,18426839,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0273 Pol QP1203731.pdf,,,,TRUE,Impreso,
fb2bbe0c,581c4a47,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Reemplazada por Pol QP1208750",1,18427009,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0274 Pol QP1204065.pdf,,,,TRUE,Impreso,
88c735fe,fa6db85e,Endoso,Anulación,14/1/2026,"Anular desde inicio.
Reemplazada por Pol 7058500",1,108936,,/Gestión/Pólizas/Solicitudes/14-01-26 Sol0275 Pol 7068955.pdf,,,,TRUE,Impreso,
8b1c520e,5e5103f5,Endoso,Cancelación,16/1/2026,Cancelada por no pago. se envió cotización para nuevo seguro,,Automático,,/Gestión/Pólizas/Solicitudes/16-01-26 Sol0274 Pol QP1199223.pdf,,,,TRUE,Impreso,
57391d6b,13594cc3,Endoso,Anulación,19/1/2026,"Anular desde inicio.
Reemplazada por póliza QP1209126",1,18441225,,/Gestión/Pólizas/Solicitudes/19-01-26 Sol0277 Pol QP1203812.pdf,,,,TRUE,Impreso,
0cbd07e9,6bedbb5f,Propuesta,Renovación,19/1/2026,Renovar en iguales condiciones,15,18443527,,/Gestión/Pólizas/Solicitudes/19-01-26 Sol0278 Pol Pendiente.pdf,,,,TRUE,Impreso,
d3f7a48a,8c11979c,Propuesta,Renovación,26/1/2026,Renovar en iguales condiciones,1,260127-000693,,/Gestión/Pólizas/Solicitudes/26-01-26 Sol0279 Pol Pendiente.pdf,,,,TRUE,Impreso,
5e7be380,dab3b776,Endoso,Anulación,30/1/2026,"Anular desde inicio.
Reemplazada por Pol QP1210435",1,18490731,,/Gestión/Pólizas/Solicitudes/30-01-26 Sol0278 Pol OP218891.pdf,,,,TRUE,Impreso,
aae5a073,11008863,Endoso,Anulación,2/2/2026,"Anular desde inicio.
Anulada por Pérdida total. Motor fundió durante la vigencia de la pol anterior",1,323215,,/Gestión/Pólizas/Solicitudes/02-02-26 Sol0279 Pol 25108551.pdf,,,,TRUE,Impreso,
3148f716,72ce25cc,Endoso,Cancelación,2/2/2026,debe ser Anulada por venta materia,,Ok,,/Gestión/Pólizas/Solicitudes/02-02-26 Sol0280 Pol 432464.pdf,,,,TRUE,Impreso,
cbbc029a,af8abc50,Endoso,Anulación,26/2/2026,"Anular desde inicio.
Reemplazada por pol QP1213941",1,18593143,,/Gestión/Pólizas/Solicitudes/26-02-26 Sol0281 Pol QP1209527.pdf,,,,TRUE,Impreso,
b203d99c,b0ae2e2d,Propuesta,Renovación,26/2/2026,Renovar en iguales condiciones,1,8943292,,/Gestión/Pólizas/Solicitudes/26-02-26 Sol0282 Pol Pendiente.pdf,,,,TRUE,Impreso,
88278c0e,5645a256,Propuesta,Renovación,26/2/2026,Renovar en iguales condiciones,1,8943295,,/Gestión/Pólizas/Solicitudes/26-02-26 Sol0283 Pol Pendiente.pdf,,,,TRUE,Impreso,
1a1ec0c4,630fc3e6,Endoso,Modificación,26/2/2026,"Por favor modificar plan de pago.
La cantidad de cuotas correctas es 12, no 9.",1,145293,,/Gestión/Pólizas/Solicitudes/26-02-26 Sol0284 Pol 26010122.pdf,,,,TRUE,Impreso,
9e0e5910,a6c31c88,Endoso,Modificación,27/2/2026,"Por favor, modificar motor para que incluya los signos ""#"" de la siguiente forma. #FORD56#.
Se incluye respaldo.",1,18600248,,/Gestión/Pólizas/Solicitudes/27-02-26 Sol0285 Pol QP1213748.pdf,,,,FALSE,Impreso,
a004a8f7,53ea5615,Endoso,Cancelación,2/3/2026,Cancelar a contar del 27/02/26 por cambio a pol 8147129.,1,205121,,/Gestión/Pólizas/Solicitudes/02-03-26 Sol0286 Pol 7068974.pdf,,,,TRUE,Impreso,
97559585,Doc0530,Endoso,Modificación,2/3/2026,Dejar al rut 76.472.531-k como pagador de todos los items de la póliza,,"1501233905, 1501233906, 1501233907, 1501233908, 1501233989, 1501233990",,/Gestión/Pólizas/Solicitudes/02-03-26 Sol0287 Pol 54727.pdf,,,,TRUE,Impreso,
4fe1820c,54d9e8bd,Endoso,Anulación,3/3/2026,"Anular desde inicio.
Anular por cambio a pol QP1214110",1,18612769,,/Gestión/Pólizas/Solicitudes/03-03-26 Sol0288 Pol QP1213205.pdf,,,,TRUE,Impreso,
fcc51d10,d0c1843c,Endoso,Anulación,4/3/2026,"Anular desde inicio.
Anular por cambio a pol QP1214266",1,18617450,,/Gestión/Pólizas/Solicitudes/04-03-26 Sol0289 Pol QP1213214.pdf,,,,TRUE,Impreso,
57fb6b0d,78df28f8,Endoso,Anulación,5/3/2026,"Anular desde inicio.
Anulada por cambio a pol QP1214327",1,18622509,,/Gestión/Pólizas/Solicitudes/05-03-26 Sol0290 Pol OP219572.pdf,,,,TRUE,Impreso,
772c1110,e6c2cfb5,Endoso,Cancelación,9/3/2026,Cancelar a solicitud de la Cliente,,220890,,/Gestión/Pólizas/Solicitudes/09-03-26 Sol0293 Pol 7068863.pdf,,,,TRUE,Impreso,
d10167df,88e138d1,Endoso,Cancelación,16/3/2026,Cancelada por venta de materia a contar del 14/03/26,,237116,,/Gestión/Pólizas/Solicitudes/16-03-26 Sol0294 Pol 8384075.pdf,,,,TRUE,Impreso,
264b0096,c2e67288,Endoso,Cancelación,17/3/2026,Cancelar por venta de materia,,334990,,/Gestión/Pólizas/Solicitudes/17-03-26 Sol0295 Pol 25100136.pdf,,,,TRUE,Impreso,
f8700163,f02b31e5,Endoso,Modificación,19/3/2026,"Modificar plan de pago.
Cliente quiere pagar al contado",1,18683373,,/Gestión/Pólizas/Solicitudes/19-03-26 Sol0296 Pol QP1214110.pdf,,,,TRUE,Impreso,
cb5f5aab,bd0ccb5e,Endoso,Cancelación,19/3/2026,A solucitud del cliente por refinanciamiento hipotecario,,Enviada por correo a mesa central,,/Gestión/Pólizas/Solicitudes/19-03-26 Sol0298 Pol 144062654.pdf,,,,TRUE,Impreso,
fd5d97f7,eb9b23cd,Propuesta,Renovación,1/4/2026,Renovar con el aumento del 20% según estipulado,1,Enviado a Gaveta Virtual,,/Gestión/Pólizas/Solicitudes/01-04-26 Sol0299 Pol Pendiente.pdf,,,,TRUE,Impreso,
64f4b1b8,6ebba3d1,Endoso,Anulación,2/4/2026,"Anular desde inicio.
Anular por cambio a pol 8157768",1,279003,,/Gestión/Pólizas/Solicitudes/02-04-26 Sol0297 Pol 8150862.pdf,,,,TRUE,Impreso,
04effff3,21874ae5,Propuesta,Renovación,10/4/2026,Renovar en iguales condiciones,1,8952031,,/Gestión/Pólizas/Solicitudes/10-04-26 Sol0298 Pol Pendiente.pdf,,,,TRUE,Impreso,
3b40d779,22049f94,Propuesta,Renovación,10/4/2026,Renovar en iguales condiciones,1,8952032,,/Gestión/Pólizas/Solicitudes/10-04-26 Sol0299 Pol Pendiente.pdf,,,,TRUE,Impreso,
f51f0706,edce6881,Endoso,Anulación,20/4/2026,"Anular desde inicio.
Anular desde inicio por cambio del cliente",1,344929,,/Gestión/Pólizas/Solicitudes/20-04-26 Sol0300 Pol 26022656.pdf,,,,,Impreso,
175f3ff3,d42cca33,Endoso,Anulación,20/4/2026,"Anular desde inicio.
Anular por cambio a pol QP1218233",1,18826226,,/Gestión/Pólizas/Solicitudes/20-04-26 Sol0301 Pol QP1216937.pdf,,,,,Impreso,
a1046910,727a6cb7,Propuesta,Nueva,28/4/2026,Emitir Pol en base a cotización,1,17352036,,/Gestión/Pólizas/Solicitudes/28-04-26 Sol0302 Pol Pendiente.pdf,,,,,Impreso,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,FALSE,,
