ID,Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,PDF
IDPOL00583,CAD320220178,9/11/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,EXONERACIÓN DE PAGO DE PRIMAS POR FALLECIMIENTO DEL ASEGURADO TITULAR,"POL320220141
 POL320250065
 POL320250088",- Salud,
IDPOL00584,POL120220177,8/11/2022,CHUBB SEGUROS CHILE S.A.,POLIZA DE SEGURO CIBERNÉTICO,,- Robo,
IDPOL00585,CAD220220176,7/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE RENTA ADICIONAL PARA POLIZA DE RENTA VITALICIA PRIVADA NO PREVISIONAL CON BENEFICIO DE SOBREVIVENCIA,POL220220172,- Renta Privada,
IDPOL00586,CAD220220175,7/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE RENTA ADICIONAL PARA POLIZA DE RENTA VITALICIA PRIVADA NO PREVISIONAL SIN BENEFICIO DE SOBREVIVENCIA,POL220220171,- Renta Privada,
IDPOL00587,CAD220220174,7/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE AUMENTO TEMPORAL DE RENTA,"POL220220171
 POL220220172",- Renta Privada,
IDPOL00588,CAD220220173,7/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DISMINUCIÓN TEMPORAL DE RENTA,"POL220220171
 POL220220172",- Renta Privada,
IDPOL00589,POL220220172,4/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,POLIZA DE RENTA VITALICIA PRIVADA NO PREVISIONAL CON BENEFICIO DE SOBREVIVENCIA,"CAD220160303
 CAD220220173
 CAD220220174
 CAD220220176",- Renta Privada,
IDPOL00590,POL220220171,4/11/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,POLIZA DE RENTA VITALICIA PRIVADA NO PREVISIONAL SIN BENEFICIO DE SOBREVIVENCIA,"CAD220160302
 CAD220220173
 CAD220220174
 CAD220220175",- Renta Privada,
IDPOL00591,CAD220220170,4/11/2022,SEGUROS DE VIDA SURAMERICANA S.A.,CLAUSULA ADICIONAL SEGURO COMPLEMENTARIO DE SALUD,POL220131675,- Otro tema,
IDPOL00592,POL320220169,3/11/2022,SEGUROS DE VIDA SURAMERICANA S.A.,Póliza de Accidentes Personales,,- Accidentes Personales,
IDPOL00593,POL320220168,28/10/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,Póliza Seguro Complementario de Salud,,- Salud,
IDPOL00594,POL320220167,26/10/2022,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00595,POL320220165,26/10/2022,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00596,POL120220164,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos – Instituciones Financieras
 Cobertura para la Persona Asegurada y Reembolso a la Sociedad",,- Responsabilidad Civil,
IDPOL00597,POL120220163,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos – Instituciones Financieras
 (incluyendo Cobertura para la Sociedad para Reclamos por Operaciones de Valores)",,- Responsabilidad Civil,
IDPOL00598,POL120220162,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos 
 Cobertura para la Persona Asegurada y Reembolso a la Sociedad",,- Responsabilidad Civil,
IDPOL00599,POL120220161,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos
 (incluyendo Cobertura para la Sociedad para Reclamos por Operaciones de Valores)",,- Responsabilidad Civil,
IDPOL00600,POL120220160,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos – Instituciones Financieras
 Cobertura para la Persona Asegurada y Reembolso a la Sociedad",,- Responsabilidad Civil,
IDPOL00601,POL120220159,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos – Instituciones Financieras
 (incluyendo Cobertura para la Sociedad para Reclamos por Operaciones de Valores)",,- Responsabilidad Civil,
IDPOL00602,POL120220158,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos 
 Cobertura para la Persona Asegurada y Reembolso a la Sociedad",,- Responsabilidad Civil,
IDPOL00603,POL120220157,25/10/2022,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"Póliza de Responsabilidad Civil para Administradores y Directivos
 (incluyendo Cobertura para la Sociedad para Reclamos por Operaciones de Valores)",,- Responsabilidad Civil,
IDPOL00604,CAD220220156,21/10/2022,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,CLAUSULA DE MUERTE ACCIDENTAL,POL220220154,- Accidentes Personales,
IDPOL00605,CAD220220155,21/10/2022,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ TOTAL PERMANENTE DOS TERCIOS,POL220220154,- Otro tema,
IDPOL00606,POL220220154,21/10/2022,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA ÚNICA DE INVERSIÓN,"CAD220220155
 CAD220220156",- Vida,
IDPOL00607,CAD120220153,19/10/2022,CHUBB SEGUROS CHILE S.A.,Cobertura adicional para circunstancias que constituyen Engaño,POL120220151,"- Otro tema
 - Robo",
IDPOL00608,POL120220152,18/10/2022,CHUBB SEGUROS CHILE S.A.,SEGURO DE ROBO DE CONTENIDOS PARA VEHICULOS MOTORIZADOS,,- Robo,
IDPOL00609,POL120220151,18/10/2022,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE SEGURO DE PROTECCION PATRIMONIAL POR ROBO O HURTO DE CÉDULA Y/O CHEQUES,CAD120220153,- Robo,
IDPOL00610,POL220220150,18/10/2022,OHIO NATIONAL SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL DE DESGRAVAMEN ASOCIADO A CREDITOS HIPOTECARIOS DEL ARTÍCULO 40 DEL D.F.L. N° 251 DE 1931,,"- Hipotecario Individual, ART. 40 DFL 251",
IDPOL00611,POL120220149,5/10/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO ROBO O HURTO DE MOTOCICLETAS,,"- Robo
 - Vehiculos Motorizados",
IDPOL00612,CAD120220148,30/9/2022,ASSURANT CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,Cláusula Adicional de Hurto de Dispositivos Electrónicos,POL120220147,- Varios Seg. Generales,
IDPOL00613,POL120220147,30/9/2022,ASSURANT CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE DAÑO ACCIDENTAL Y/O ROBO Y/O FALLA ELÉCTRICA O MECÁNICA O ELECTRÓNICA A DISPOSITIVOS ELECTRÓNICOS,CAD120220148,- Varios Seg. Generales,
IDPOL00614,CAD320220144,29/9/2022,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE MUERTE ACCIDENTAL,POL320220140,- Accidentes Personales,
IDPOL00615,POL320220143,29/9/2022,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGURO DE ASISTENCIA A PERSONAS EN VIAJE,,"- Asistencia Vida
 - Otro tema",
IDPOL00616,POL320220141,28/9/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,"CAD320220178
 CAD320220179
 CAD320240003",- Salud,
IDPOL00617,POL320220140,27/9/2022,CHUBB SEGUROS CHILE S.A.,Seguro en Viaje,CAD320220144,"- Accidentes Personales
 - Asistencia Generales",
IDPOL00618,POL120220139,27/9/2022,CHUBB SEGUROS CHILE S.A.,POLIZA DE SEGURO DE ASISTENCIA A PERSONAS EN VIAJE,,- Otro tema,
IDPOL00619,POL320220138,27/9/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00620,POL320220137,23/9/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,PÓLIZA SEGURO DE GASTOS DENTALES,,- Salud,
IDPOL00621,CAD320220136,23/9/2022,CHUBB SEGUROS CHILE S.A.,CLÁUSULA ADICIONAL DE MUERTE ACCIDENTAL,POL120220135,- Accidentes Personales,
IDPOL00622,POL120220135,23/9/2022,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE SEGURO CONTRA ROBO,CAD320220136,- Robo,
IDPOL00623,POL220220133,14/9/2022,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA ÚNICA DE INVERSIÓN,"CAD220130981
 CAD220130982
 CAD220131528
 CAD220131530
 CAD220131578
 CAD220150589
 CAD220210193
 CAD220210213
 CAD220210214
 CAD220210215
 CAD220210216
 CAD220210217","- Vida
 - Vida Flexible",
IDPOL00624,CAD120220131,12/9/2022,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE INHABITABILIDAD DE VIVIENDA,POL120210233,- Incendio,
IDPOL00625,CAD120220130,12/9/2022,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE PERDIDA DE ENTRADAS POR ARRIENDO,POL120210233,- Incendio,
IDPOL00626,CAD220220129,7/9/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLÁUSULA ADICIONAL POR GASTOS FUNERARIOS,"POL320130146
 POL320230401
 POL320250002",- Vida,
IDPOL00627,POL120220128,6/9/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRIESGO COMERCIOS,,"- Incendio
 - Robo",
IDPOL00628,POL120220127,6/9/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRIESGO COMERCIOS,,- Incendio,
IDPOL00629,POL320220126,5/9/2022,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE REEMBOLSO DE GASTOS MÉDICOS,,- Salud,
IDPOL00630,POL320220124,2/9/2022,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,Seguro Complementario de Salud Colectivo,,- Salud,
IDPOL00631,POL320220123,1/9/2022,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,CAD320180077,- Salud,
IDPOL00632,CAD120220122,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DEFENSA PENAL Y CONSTITUCION DE FIANZAS,POL120220095,- Vehiculos Motorizados,
IDPOL00633,CAD120220121,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS A TERCEROS CAUSADOS POR LA CARGA,POL120220095,- Vehiculos Motorizados,
IDPOL00634,CAD120220120,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES A CONSECUENCIA DE GRANIZO,POL120220095,- Vehiculos Motorizados,
IDPOL00635,CAD120220119,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES A CONSECUENCIA DE RIESGOS DE LA NATURALEZA,POL120220095,- Vehiculos Motorizados,
IDPOL00636,CAD120220118,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR LA PROPIA CARGA,POL120220095,- Vehiculos Motorizados,
IDPOL00637,CAD120220117,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES A CONSECUENCIA DE SISMO,POL120220095,- Vehiculos Motorizados,
IDPOL00638,CAD120220116,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES A CONSECUENCIA DE ACTOS MALICIOSOS,POL120220095,- Vehiculos Motorizados,
IDPOL00639,CAD120220115,31/8/2022,FID CHILE SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES A CONSECUENCIA DE HUELGA Y TERRORISMO,POL120220095,- Vehiculos Motorizados,
IDPOL00640,POL120220113,26/8/2022,CHUBB SEGUROS CHILE S.A.,SEGURO APOYO INTEGRAL AL ROBO,,- Robo,
IDPOL00641,CAD120220112,24/8/2022,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE DAÑOS DE APARATOS Y/O EQUIPOS DE USO DOMÉSTICO NO ESPECIFICADOS,POL120220111,"- Otro tema
 - Robo",
IDPOL00642,POL120220111,24/8/2022,CHUBB SEGUROS CHILE S.A.,SEGURO DE ROBO Y DAÑO ACCIDENTAL PARA ARTÍCULOS PERSONALES,CAD120220112,"- Otro tema
 - Robo",
IDPOL00643,CAD320220108,23/8/2022,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL POR HOSPITALIZACION POR ACCIDENTE O ENFERMEDAD,POL320220092,- Accidentes Personales,
IDPOL00644,CAD320220107,23/8/2022,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL POR ENFERMEDADES GRAVES,POL320220092,- Accidentes Personales,
IDPOL00645,POL220220105,19/8/2022,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES,"CAD220180102
 CAD220230441
 CAD320140212
 CAD320140231
 CAD320140232
 CAD320180101
 CAD320180104
 CAD320180106
 CAD320210047
 CAD320220080
 CAD320230450
 CAD320250142",- Vida Flexible,
IDPOL00646,CAD120220104,18/8/2022,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE ASISTENCIA CIBERNÉTICA EMPRESARIAL,POL120220049,- Otro tema,
IDPOL00647,CAD120220103,18/8/2022,SEGUROS GENERALES SURAMERICANA S.A.,"CLÁUSULA DE INCENDIO Y DAÑOS A CONSECUENCIA DIRECTA DE
 HUELGA, SAQUEO, ACTOS MALICIOSOS, CONMOCION CIVIL, DESORDEN POPULAR O ACTOS TERRORISTAS",POL120220049,- Incendio,
IDPOL00648,CAD120220102,18/8/2022,SEGUROS GENERALES SURAMERICANA S.A.,"CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE
 HUELGA, SAQUEO, ACTOS MALICIOSOS, CONMOCION CIVIL O DESORDEN POPULAR",POL120220049,- Incendio,
IDPOL00649,POL320220100,12/8/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00650,POL120220099,12/8/2022,SEGUROS GENERALES SURAMERICANA S.A.,PÓLIZA DE ROBO Y DAÑOS DE BIENES PERSONALES PARA PLATAFORMAS DE SERVICIOS,,- Otro tema,
IDPOL00651,POL120220098,12/8/2022,SEGUROS GENERALES SURAMERICANA S.A.,PÓLIZA DE ROBO Y DAÑOS DE BIENES PERSONALES PARA PLATAFORMAS DE SERVICIOS,,- Otro tema,
IDPOL00652,CAD120220097,10/8/2022,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,CLÁUSULA ADICIONAL DE ROBO O HURTO DEL TERMINAL DE PUNTO DE VENTA (POS),POL120220094,- Robo,
IDPOL00653,CAD120220096,10/8/2022,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,CLÁUSULA ADICIONAL DE ROBO O HURTO DEL TERMINAL DE PUNTO DE VENTA (POS),POL120220093,- Robo,
IDPOL00654,POL120220095,10/8/2022,FID CHILE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO PARA VEHÍCULOS MOTORIZADOS,"CAD120220115
 CAD120220116
 CAD120220117
 CAD120220118
 CAD120220119
 CAD120220120
 CAD120220121
 CAD120220122","- Responsabilidad Civil
 - Vehiculos Motorizados",
IDPOL00655,POL120220094,10/8/2022,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,PÓLIZA DE SEGURO DE PERDIDA DE BENEFICIO CAUSADA POR DAÑOS O POR LUTO,CAD120220097,- Otro tema,
IDPOL00656,POL120220093,10/8/2022,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,"PÓLIZA DE SEGURO DE PERDIDA DE INGRESOS PARA TRABAJADORES INDEPENDIENTES POR INCAPACIDAD ACCIDENTAL, EN DETERMINADOS CASOS, Y POR HOSPITALIZACION POR ACCIDENTE",CAD120220096,- Otro tema,
IDPOL00657,POL320220092,9/8/2022,OHIO NATIONAL SEGUROS DE VIDA S.A.,PÓLIZA DE SEGURO DE FALLECIMIENTO ACCIDENTAL,"CAD320220107
 CAD320220108",- Accidentes Personales,
IDPOL00658,CAD320220091,9/8/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁSULA ADICIONAL INCAPACIDAD TEMPORAL POR ACCIDENTE,POL120140443,- Accidentes Personales,
IDPOL00659,POL320220088,1/8/2022,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00660,POL320220086,22/7/2022,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE ACCIDENTES PERSONALES,,- Accidentes Personales,
IDPOL00661,POL120220085,21/7/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRIESGO PARA COMERCIOS,,"- Incendio
 - Multirriesgo
 - Robo",
IDPOL00662,POL120220084,21/7/2022,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRIESGO PARA COMERCIOS,,"- Incendio
 - Robo",
IDPOL00663,POL320220083,21/7/2022,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00664,CAD320220082,19/7/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL DE CANCER FEMENINO,POL320130102,- Salud,
IDPOL00665,POL220220081,14/7/2022,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA COLECTIVA TEMPORAL DE VIDA,,- Vida,
IDPOL00666,CAD320220080,12/7/2022,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
 POL220140209
 POL220140223
 POL220150684
 POL220150752
 POL220150753
 POL220160208
 POL220160213
 POL220160215
 POL220190151
 POL220220105
 POL220250140",- Salud,
IDPOL00667,POL120220078,1/7/2022,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS CIBERNETICOS,,- Responsabilidad Civil,
IDPOL00668,POL320220077,30/6/2022,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00669,POL120220073,24/6/2022,UNNIO SEGUROS GENERALES S.A.,POLIZA DE SEGURO CIBERNÉTICO PYMES EN BASE A INDEMNIZACIÓN,,- Otro tema,
IDPOL00670,CAD320220072,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3 POR ACCIDENTE,"POL220200032
 POL220220067
 POL220230267
 POL220230425
 POL320200031
 POL320220068
 POL320220218
 POL320230398",- Accidentes Personales,
IDPOL00671,CAD320220071,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3,"POL220200032
 POL220220067
 POL220230267
 POL220230425
 POL320200031
 POL320220068
 POL320220218
 POL320230398","- Accidentes Personales
 - Salud",
IDPOL00672,CAD320220070,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3 POR ACCIDENTE,"POL220220067
 POL220230425
 POL320220068","- Accidentes Personales
 - Salud",
IDPOL00673,CAD320220069,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3,"POL220220067
 POL220230425
 POL320220068","- Accidentes Personales
 - Salud",
IDPOL00674,POL320220068,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,PÓLIZA DE SEGURO DE FALLECIMIENTO ACCIDENTAL,"CAD320220069
 CAD320220070
 CAD320220071
 CAD320220072",- Accidentes Personales,
IDPOL00675,POL220220067,16/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO TEMPORAL DE VIDA,"CAD320220069
 CAD320220070
 CAD320220071
 CAD320220072",- Vida,
IDPOL00676,CAD320220066,14/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3 POR ACCIDENTE,"POL220130163
 POL220240213
 POL320140335
 POL320230372
 POL320230436
 POL320240221",- Accidentes Personales,
IDPOL00677,CAD320220065,14/6/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE 2/3 POR ACCIDENTE O ENFERMEDAD,"POL220130163
 POL220200032
 POL220230267
 POL220240213
 POL320140335
 POL320200031
 POL320220218
 POL320230372
 POL320230398
 POL320230436
 POL320240221","- Accidentes Personales
 - Salud",
IDPOL00678,CAD120220063,9/6/2022,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,CLÁUSULA ADICIONAL DE ROBO DE CICLOS,POL320220035,- Robo,
IDPOL00679,POL120220061,8/6/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO DE EQUIPOS ELECTRONICOS,"CAD120131019
 CAD120131020
 CAD120131021
 CAD120131022
 CAD120131023
 CAD120131024
 CAD120131025
 CAD120131026
 CAD120131027",- Otro tema,
IDPOL00680,POL120220060,8/6/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO DE EQUIPO DE CONTRATISTA,"CAD120131011
 CAD120131012
 CAD120131013
 CAD120131014
 CAD120131015
 CAD120131016
 CAD120131017
 CAD120131018",- Otro tema,
IDPOL00681,POL120220058,3/6/2022,ASEGURADORA PORVENIR S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE MÉDICOS,,- Responsabilidad Civil,
IDPOL00682,POL220220057,27/5/2022,CF SEGUROS DE VIDA S.A.,SEGURO MULTIRIESGO DE VIDA,,- Vida,
IDPOL00683,POL320220056,24/5/2022,CF SEGUROS DE VIDA S.A.,SEGURO MULTIRIESGO DE VIDA,,- Vida Flexible,
IDPOL00684,POL120220055,20/5/2022,BCI SEGUROS GENERALES S.A.,PÓLIZA INDIVIDUAL DE SEGURO DE PERDIDA DE BENEFICIO CAUSADA POR DAÑOS O POR LUTO,,- Varios Seg. Generales,
IDPOL00685,CAD320220054,18/5/2022,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA DE HOSPITALIZACIÓN A CAUSA DE ACCIDENTE,"POL120130381
 POL120230307
 POL320230306",- Accidentes Personales,
IDPOL00686,POL320220053,17/5/2022,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00687,POL120220052,9/5/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO PARA TODO RIESGO DE MONTAJE,"CAD120131007
 CAD120131008
 CAD120131009
 CAD120131010
 CAD120131394
 CAD120131395
 CAD120131402
 CAD120140429
 CAD120140430
 CAD120140431
 CAD120140432
 CAD120140433",- Otro tema,
IDPOL00688,POL120220050,9/5/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO PARA TODO RIESGO DE CONSTRUCCION,"CAD120130845
 CAD120130846
 CAD120130847
 CAD120130848
 CAD120130849
 CAD120130850
 CAD120130852
 CAD120130853
 CAD120130854
 CAD120130855
 CAD120130856
 CAD120130857
 CAD120130858
 CAD120130860
 CAD120130861
 CAD120130863
 CAD120130865
 CAD120130867
 CAD120130868
 CAD120130869
 CAD120130870
 CAD120130872
 CAD120131393
 CAD120131402
 CAD120131703
 CAD120131784
 CAD120140248
 CAD120140249
 CAD120140250
 CAD120140251
 CAD120140252",- Otro tema,
IDPOL00689,POL120220051,9/5/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO PARA TODO RIESGO DE CONSTRUCCION,"CAD120130845
 CAD120130846
 CAD120130847
 CAD120130848
 CAD120130849
 CAD120130850
 CAD120130852
 CAD120130853
 CAD120130854
 CAD120130855
 CAD120130856
 CAD120130857
 CAD120130858
 CAD120130860
 CAD120130861
 CAD120130863
 CAD120130865
 CAD120130867
 CAD120130868
 CAD120130869
 CAD120130870
 CAD120130872
 CAD120131393
 CAD120131402
 CAD120131703
 CAD120131784
 CAD120140248
 CAD120140249
 CAD120140250
 CAD120140251
 CAD120140252",- Otro tema,
IDPOL00690,POL120220049,6/5/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA SEGURO MULTIRRIESGO,"CAD120160249
 CAD120160250
 CAD120160251
 CAD120160252
 CAD120160253
 CAD120160254
 CAD120160255
 CAD120160256
 CAD120160257
 CAD120160258
 CAD120160259
 CAD120160260
 CAD120160261
 CAD120160262
 CAD120160263
 CAD120160264
 CAD120160265
 CAD120160266
 CAD120160267
 CAD120160269
 CAD120160270
 CAD120160271
 CAD120160272
 CAD120160273
 CAD120160274
 CAD120160275
 CAD120160276
 CAD120190129
 CAD120190130
 CAD120190134
 CAD120220102
 CAD120220103
 CAD120220104","- Incendio
 - Multirriesgo",
IDPOL00691,POL120220048,6/5/2022,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA SEGURO MULTIRRIESGO,"CAD120130251
 CAD120130252
 CAD120130253
 CAD120130257
 CAD120130425
 CAD120130426
 CAD120130526
 CAD120131182
 CAD120131183
 CAD120131184
 CAD120131185
 CAD120131186
 CAD120131187
 CAD120131188
 CAD120131189
 CAD120131190
 CAD120131191
 CAD120131192
 CAD120131193
 CAD120131194
 CAD120131195
 CAD120131197
 CAD120131198
 CAD120131200
 CAD120131202
 CAD120131203
 CAD120131205
 CAD120131208
 CAD120131373
 CAD120140408
 CAD120140409
 CAD120140410
 CAD120200127
 CAD120200169
 CAD120200242","- Incendio
 - Multirriesgo",
IDPOL00692,POL320220046,3/5/2022,SEGUROS VIDA SECURITY PREVISION S.A.,POLIZA COLECTIVA DE ACCIDENTES PERSONALES,,- Accidentes Personales,
IDPOL00693,CAD120220044,14/4/2022,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA DE CARGA Y/O DESCARGA,POL120160245,- Vehiculos Motorizados,
IDPOL00694,CAD120220043,12/4/2022,BCI SEGUROS GENERALES S.A.,CLÁUSULA DE DAÑOS MATERIALES AL VEHÍCULO DURANTE VIAJES AL EXTRANJERO,POL120130781,- Vehiculos Motorizados,
