ID,Activo?,Documento,N° Plan Pago,Fecha Documento,N° Cuotas,Afecta UF,Exenta UF,Afecta CLP,Exenta CLP,Afecta USD,Exenta USD,Valor Cuota,N° Cuota Distinta,Valor Cutoa Distinta,Vcto Cuota 0,Vcto Cuota 1,PDF,Firmado?,Enviado?,Recibo Envío,Comentarios,Cargado Cuota?
0b1b7cea,TRUE,0b1b7cea,.,22/10/2025,12,9.77,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
9b02c6ec,FALSE,9b02c6ec,.,7/11/2025,12,,,,,,,,,,,,,,,,,FALSE
938b5ef3,FALSE,938b5ef3,.,18/11/2025,1,,,,,,,,,,,,,,,,,FALSE
21f69bec,TRUE,21f69bec,.,12/11/2025,12,16.59,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
813db0fc,TRUE,813db0fc,.,15/11/2025,12,22.64,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
90c88dd8,FALSE,90c88dd8,.,12/11/2025,1,,,,,,,,,,,,,,,,,FALSE
30b808cd,TRUE,30b808cd,.,10/11/2025,1,4.33,2.82,0,0,0,0,,,,,,,,TRUE,,,FALSE
dcc36496,TRUE,dcc36496,.,18/11/2025,12,,,,,,,,,,,,,,,,,FALSE
b5990e75,TRUE,b5990e75,.,23/10/2025,3,,,,,,,,,,,,,,,,,FALSE
fc5ced12,TRUE,fc5ced12,.,26/11/2025,10,3.14,2.17,0,0,0,0,,,,,,,,TRUE,,,FALSE
0088d47c,TRUE,0088d47c,.,4/12/2025,11,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
eed524b8,TRUE,eed524b8,.,26/11/2025,10,21.01,84,0,0,0,0,,,,,,,,TRUE,,,FALSE
0980ba0c,TRUE,0980ba0c,.,26/11/2025,10,31.51,126,0,0,0,0,,,,,,,,TRUE,,,FALSE
ea7a8d52,FALSE,ea7a8d52,.,26/11/2025,1,,,,,,,,,,,,,,,,,FALSE
5757f9b8,TRUE,5757f9b8,.,12/12/2025,10,22.99,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
3648c90d,TRUE,3648c90d,.,2/12/2025,12,9.7,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
2f68d388,TRUE,2f68d388,.,20/11/2025,11,26.85,13.88,0,0,0,0,,,,,,,,TRUE,,,FALSE
f51f8dcc,TRUE,f51f8dcc,.,18/12/2025,1,4.53,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
6ba2a976,TRUE,6ba2a976,.,11/11/2025,12,,,,,,,,,,,,,,,,,FALSE
cd3c9cad,TRUE,cd3c9cad,.,10/11/2025,12,18.03,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
71e447d1,TRUE,71e447d1,.,5/12/2025,1,,,,,,,,,,,,,,,,,FALSE
d8b60874,TRUE,d8b60874,.,15/12/2025,12,2.89,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
bfe14e40,TRUE,bfe14e40,.,16/12/2025,11,2.54,6.4,0,0,0,0,,,,,,,,TRUE,,,FALSE
ad723b68,TRUE,ad723b68,.,26/12/2025,11,8.74,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
f184944c,TRUE,f184944c,.,22/12/2025,11,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
da5ba033,TRUE,da5ba033,.,15/9/2025,11,,,,,,,,,,,,,,,,,FALSE
8b98063f,TRUE,8b98063f,.,5/1/2026,12,8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
8611fa43,TRUE,8611fa43,.,2/1/2026,7,0.89,6.27,0,0,0,0,,,,,,,,TRUE,,,FALSE
46733625,FALSE,46733625,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
3fc26c10,FALSE,3fc26c10,.,2/1/2026,1,,,,,,,,,,,,,,,,,FALSE
68946a82,TRUE,68946a82,.,26/7/2025,1,,,,,,,,,,,,,,,,,FALSE
fe087795,TRUE,fe087795,.,18/12/2025,10,,,,,,,,,,,,,,,,,FALSE
82841a3d,FALSE,82841a3d,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
b4639c90,TRUE,b4639c90,.,2/1/2026,10,13.97,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
08e67dea,FALSE,08e67dea,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
2506c34a,TRUE,2506c34a,.,13/1/2026,12,9.34,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
e2cda8ba,FALSE,e2cda8ba,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
581e420d,FALSE,581e420d,.,9/12/2025,12,,,,,,,,,,,,,,,,,FALSE
44b849be,TRUE,44b849be,.,2/1/2026,10,14.55,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
86fe7b0f,FALSE,86fe7b0f,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
8a997141,FALSE,8a997141,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
c3cce6aa,TRUE,c3cce6aa,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
53ea5615,TRUE,53ea5615,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
5157268b,FALSE,5157268b,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
383fbdd0,FALSE,383fbdd0,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
75aef5ca,FALSE,75aef5ca,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
e9101edf,FALSE,e9101edf,.,18/12/2025,12,,,,,,,,,,,,,,,,,FALSE
bcc0b1ff,FALSE,bcc0b1ff,.,14/1/2026,1,,,,,,,,,,,,,,,,,FALSE
aacab6da,TRUE,aacab6da,.,14/1/2026,12,8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
99eeb447,FALSE,99eeb447,.,18/12/2026,1,,,,,,,,,,,,,,,,,FALSE
17ed660b,TRUE,17ed660b,.,14/1/2026,1,16.75,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
6b049452,FALSE,6b049452,.,15/1/2026,1,,,,,,,,,,,,,,,,,FALSE
72d4bdb9,TRUE,72d4bdb9,.,14/1/2026,1,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
79298a4b,FALSE,79298a4b,.,14/1/2026,1,,,,,,,,,,,,,,,,,FALSE
3d851c38,TRUE,3d851c38,.,14/1/2026,12,8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
581c4a47,FALSE,581c4a47,.,14/1/2026,1,,,,,,,,,,,,,,,,,FALSE
6df4b1e6,TRUE,6df4b1e6,.,14/1/2026,12,8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
fa6db85e,FALSE,fa6db85e,.,22/1/2026,1,,,,,,,,,,,,,,,,,FALSE
c0994d80,TRUE,c0994d80,.,14/1/2026,12,12.47,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
5e5103f5,TRUE,5e5103f5,.,6/1/2026,1,,,,,,,,,,,,,,,,,FALSE
0625ad59,TRUE,0625ad59,.,19/1/2026,12,13.13,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
13594cc3,FALSE,13594cc3,.,20/1/2026,1,,,,,,,,,,,,,,,,,FALSE
e9e543f5,TRUE,e9e543f5,.,20/1/2026,12,11.4,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
519c9e92,TRUE,519c9e92,.,21/1/2026,12,16.79,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
6bedbb5f,TRUE,6bedbb5f,.,23/1/2026,12,156.52,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
a300d1ca,TRUE,a300d1ca,.,28/1/2026,1,1.46,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
1af7548e,TRUE,1af7548e,.,26/1/2026,12,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
8c11979c,TRUE,8c11979c,.,29/1/2026,8,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
6ed756a7,TRUE,6ed756a7,.,29/1/2026,12,7.46,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
4e5625b7,TRUE,4e5625b7,.,12/2/2026,12,5.54,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
3e189a9a,FALSE,3e189a9a,.,28/1/2026,12,,,,,,,,,,,,,,,,,FALSE
80c6bbb2,TRUE,80c6bbb2,.,12/1/2026,10,1.94,4.8,0,0,0,0,,,,,,,,TRUE,,,FALSE
dab3b776,FALSE,dab3b776,.,2/2/2026,1,,,,,,,,,,,,,,,,,FALSE
86e0296c,TRUE,86e0296c,.,30/1/2026,12,10,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
11008863,FALSE,11008863,.,4/2/2026,1,,,,,,,,,,,,,,,,,FALSE
72ce25cc,TRUE,72ce25cc,.,15/9/2025,1,,,,,,,,,,,,,,,,,FALSE
30ec13be,TRUE,30ec13be,.,6/2/2026,12,3.93,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
f3e78bc9,TRUE,f3e78bc9,.,7/2/2026,12,11.23,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
f4a1d3d8,TRUE,f4a1d3d8,.,7/2/2026,12,12,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
9f4bbd7a2,TRUE,9f4bbd7a2,.,5/8/2023,12,,,,,,,,,,,,,,,,,FALSE
9f4bbd7a,TRUE,9f4bbd7a,.,5/8/2024,12,,,,,,,,,,,,,,,,,FALSE
9ba90668,TRUE,9ba90668,.,5/8/2025,12,17.88,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
e4da5a07,TRUE,e4da5a07,.,4/3/2026,11,9.09,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
a6c31c88,TRUE,a6c31c88,.,24/2/2026,12,8.86,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
8242195d,FALSE,8242195d,.,2/1/2026,1,,,,,,,,,,,,,,,,,FALSE
1ecf3fe4,FALSE,1ecf3fe4,.,8/1/2026,1,,,,,,,,,,,,,,,,,FALSE
7ce05548,TRUE,7ce05548,.,23/2/2026,12,15.14,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
99f9541a,TRUE,99f9541a,.,9/3/2026,12,8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
d22382db,TRUE,d22382db,.,27/2/2026,12,9.14,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
d200243b,TRUE,d200243b,.,28/2/2026,12,10.49,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
dce7f7b8,TRUE,dce7f7b8,.,26/2/2026,12,13.04,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
1cddf23d,TRUE,1cddf23d,.,26/2/2026,1,11.19,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
fa12c19a,FALSE,fa12c19a,.,22/1/2026,1,,,,,,,,,,,,,,,,,FALSE
af8abc50,FALSE,af8abc50,.,26/2/2026,1,,,,,,,,,,,,,,,,,FALSE
47876742,TRUE,47876742,.,19/2/2026,11,3.92,6.16,0,0,0,0,,,,,,,,TRUE,,,FALSE
5645a256,TRUE,5645a256,.,27/2/2026,11,2.8,6.02,0,0,0,0,,,,,,,,TRUE,,,FALSE
b0ae2e2d,TRUE,b0ae2e2d,.,27/2/2026,10,2.75,7.7,0,0,0,0,,,,,,,,TRUE,,,FALSE
630fc3e6,TRUE,630fc3e6,.,9/2/2026,12,9.54,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
15aae5fc,TRUE,15aae5fc,.,19/2/2026,12,15.03,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
23a03a7c,TRUE,23a03a7c,.,19/2/2026,6,2.07,2.93,0,0,0,0,,,,,,,,TRUE,,,FALSE
9b9e9b7d,FALSE,9b9e9b7d,.,10/3/2026,12,,,,,,,,,,,,,,,,,FALSE
99444490,TRUE,99444490,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
bf7ad955,TRUE,bf7ad955,.,2/3/2026,6,9,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
be6b9371,TRUE,be6b9371,.,19/2/2026,10,8.4,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
bfdd72b4,TRUE,bfdd72b4,.,9/2/2026,12,15.18,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
f02b31e5,TRUE,f02b31e5,.,2/3/2026,1,11.78,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
98178a2c,FALSE,98178a2c,.,19/2/2026,1,,,,,,,,,,,,,,,,,FALSE
54d9e8bd,FALSE,54d9e8bd,.,6/3/2026,1,,,,,,,,,,,,,,,,,FALSE
7a33b03f,TRUE,7a33b03f,.,4/3/2026,12,12.1,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
91d1069d,FALSE,91d1069d,.,19/2/2026,1,,,,,,,,,,,,,,,,,FALSE
d0c1843c,FALSE,d0c1843c,.,4/3/2026,1,,,,,,,,,,,,,,,,,FALSE
c073f003,TRUE,c073f003,.,5/3/2026,12,10.47,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
78df28f8,FALSE,78df28f8,.,7/3/2026,1,,,,,,,,,,,,,,,,,FALSE
5d01a2e1,FALSE,5d01a2e1,.,,12,,,,,,,,,,,,,,,,,FALSE
df375d93,TRUE,df375d93,.,16/12/2025,1,-2.54,-6.4,0,0,0,0,,,,,,,,TRUE,,,FALSE
c7ab2472,FALSE,c7ab2472,.,,12,,,,,,,,,,,,,,,,,FALSE
e6c2cfb5,TRUE,e6c2cfb5,.,18/12/2025,1,,,,,,,,,,,,,,,,,FALSE
46e2e095,TRUE,46e2e095,.,12/2/2026,1,,,,,,,,,,,,,,,,,FALSE
3b74cb4f,TRUE,3b74cb4f,.,16/3/2026,11,12,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
4e38b299,TRUE,4e38b299,.,10/3/2026,1,2.54,6.4,0,0,0,0,,,,,,,,TRUE,,,FALSE
30891042,TRUE,30891042,.,12/3/2026,3,2.51,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
9a38fdb1,TRUE,9a38fdb1,.,16/3/2026,12,11.73,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
fe20c3a2,TRUE,fe20c3a2,.,12/3/2026,10,17.8,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
707cf2bb,TRUE,707cf2bb,.,12/3/2026,10,21.53,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
88e138d1,TRUE,88e138d1,.,,1,,,,,,,,,,,,,,,,,FALSE
c2e67288,TRUE,c2e67288,.,11/11/2025,1,,,,,,,,,,,,,,,,,FALSE
bd0ccb5e,TRUE,bd0ccb5e,.,,1,,,,,,,,,,,,,,,,,FALSE
f2815603,TRUE,f2815603,.,25/3/2026,12,9.01,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
906a08d8,TRUE,906a08d8,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
74d05808,TRUE,74d05808,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
2c17c3d7,TRUE,2c17c3d7,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
86cf5334,TRUE,86cf5334,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
1e79a8a3,TRUE,1e79a8a3,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
a7fce9a6,TRUE,a7fce9a6,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
386769d5,TRUE,386769d5,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
c086dc0e,TRUE,c086dc0e,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
570cd034,TRUE,570cd034,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
738ceac9,TRUE,738ceac9,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
1c99ca71,TRUE,1c99ca71,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
743c3323,TRUE,743c3323,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
2a59752c,TRUE,2a59752c,.,26/3/2026,10,1.97,4.4,0,0,0,0,,,,,,,,TRUE,,,FALSE
62886a61,TRUE,62886a61,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
74b462de,TRUE,74b462de,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
3f0e1d8a,TRUE,3f0e1d8a,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
c59da61d,TRUE,c59da61d,.,26/3/2026,1,0,0,7300,0,0,0,,,,,,,,TRUE,,,FALSE
a66c20b8,TRUE,a66c20b8,.,31/3/2026,11,13.56,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
c1b4e691,TRUE,c1b4e691,.,20/3/2026,1,15.41,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
eb9b23cd,TRUE,eb9b23cd,.,,10,,,,,,,$19.40,10,$19.44,4/5/2026,2/6/2026,,,,,,FALSE
9f53ac69,TRUE,9f53ac69,.,20/3/2026,12,6.46,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
572abdb5,TRUE,572abdb5,.,,12,,,,,,,,,,,,,,,,,FALSE
ed7ecc04,FALSE,ed7ecc04,.,20/3/2026,1,,,,,,,,,,,,,,,,,FALSE
6ebba3d1,FALSE,6ebba3d1,.,,1,,,,,,,,,,,,,,,,,FALSE
8525b6a4,FALSE,8525b6a4,.,17/3/2026,12,,,,,,,$1.54,,,5/5/2026,5/6/2026,,,,,,FALSE
0b540dcf,FALSE,0b540dcf,.,20/3/2026,12,13.81,0,0,0,0,0,$1.40,1,$1.37,14/5/2026,25/6/2026,,,TRUE,,,FALSE
5158b0e5,TRUE,5158b0e5,.,2/4/2026,12,,,,,,,,,,,,,,,,,FALSE
ec74a6bb,TRUE,ec74a6bb,.,7/4/2026,12,0,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
21874ae5,TRUE,21874ae5,.,,10,,,,,,,$0.87,10,$0.83,5/5/2026,5/6/2026,,,,,,FALSE
22049f94,TRUE,22049f94,.,,10,,,,,,,$1.02,10,$1.01,5/5/2026,5/6/2026,,,,,,FALSE
d78dd6ea,TRUE,92646330,29219550,,12,11.03,0,,,,,$1.12,1,$1.09,13/5/2026,2/6/2026,/Gestión/Pólizas/Documentos/Planes de Pago/d78dd6ea.PDF.185513.pdf,FALSE,FALSE,,,FALSE
9f3852a6,TRUE,679cde3b,1,10/4/2026,1,2,0,0,0,0,0,$3.38,,,10/4/2026,,,FALSE,TRUE,,,FALSE
c535953d,TRUE,cfeb0314,1,10/4/2026,1,1.3,0,0,0,0,0,$1.55,,,10/4/2026,,,FALSE,TRUE,,,FALSE
82136f80,FALSE,edce6881,,20/4/2026,1,-15.48,0,0,0,0,0,-$18.42,,,,,,FALSE,FALSE,,,
4de469f6,FALSE,d42cca33,,20/4/2026,1,-13.81,0,0,0,0,0,-$16.43,,,,,,FALSE,FALSE,,,
f57ce768,TRUE,1820370e,1,,12,11.59,0,0,0,0,0,$1.17,1,$1.15,18/5/2026,5/6/2026,,FALSE,FALSE,,,FALSE
dfba2e2b,TRUE,acff375c,1,,12,11.4,0,,,,,$1.13,12,$1.14,5/5/2026,5/6/2026,,FALSE,FALSE,,,FALSE
90e1abfd,TRUE,727a6cb7,1,,11,2.48,6.08,,,,,$0.83,11,$0.91,30/5/2026,30/6/2026,,FALSE,FALSE,,,FALSE
9a0b9a41,TRUE,3efe61f8,1,,12,11.4,0,,,,,$1.15,1,$1.13,20/5/2026,20/6/2026,,FALSE,FALSE,,,FALSE
a28787f3,TRUE,e272197c,1,,10,91.84,0,0,0,0,0,$11.91,1,$11.91,25/6/2026,25/7/2026,,FALSE,FALSE,,,FALSE
448a30f5,,2b5e85d4,,,12,9.1,0,,,,,,,,,,,FALSE,FALSE,,,
e5efe93f,,121c7182,,,12,11.95,0,,,,,,,,,,,FALSE,FALSE,,,
19d4a3a4,TRUE,7e1561c3,1,,12,8.27,0,,,,,$0.84,1,$0.82,25/5/2026,25/6/2026,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
