ID,Tipo Movimiento,Tipo Compra,Tipo Documento,Tipo Factura,Estado Documento,Fecha,N°,Glosa,Entidad,Afecta,Exenta,Iva,Total,Sueldo,Previred,Bruto,Retención,Líquido,Cta Cte,Archivo,Doc Ingresado?,N° Ingreso,Origen Dinero,Datos Declaración,Certificado Declaración,Formulario Compacto,Comprobante Pago,Comentarios
58deb6ec,Venta,,FA,Afecta,Ok,19/1/2026,238,Comisiones al 30-05-2025,Com0011,420287,,79855,500142,,,,,,Cta0685,/Contabilidad/Documentos Contables/58deb6ec.Archivo.165743.142.pdf,TRUE,,,,,,,
199513be,Venta,,FA,Afecta,Ok,19/1/2026,239,CG0246040,Com0001,180400,,34276,214676,,,,,,Cta0676,/Contabilidad/Documentos Contables/199513be.Archivo.135732.676.pdf,TRUE,,,,,,,
ed538267,Venta,,FA,Afecta,Ok,19/1/2026,240,COMISION AFECTA,Com0005,212106,,40300,252406,,,,,,Cta0681,/Contabilidad/Documentos Contables/ed538267.Archivo.135859.406.pdf,TRUE,,,,,,,
b82519b3,Venta,,NC,Exenta,Ok,14/7/2025,12,COMISION NEGATIVA- Fact.Electronica N° 118 del 2024-07-18,Com0005,-6386,,-1213,-7599,,,,,,,/Contabilidad/Documentos Contables/b82519b3.Archivo.165159.pdf,TRUE,,,,,,,
684a1e2c,Venta,,NC,Afecta,Ok,14/7/2025,13,COMISION NEGATIVA- Fact.Electronica N° 155 del 2025-02-18,Com0005,-19988,,-3798,-23786,,,,,,,/Contabilidad/Documentos Contables/684a1e2c.Archivo.175642.786.pdf,TRUE,,,,,,,
018e7d1f,Venta,,NC,Afecta,Ok,24/7/2025,14,ANULA DOCUMENTO DE LA REFERENCIA- Fact.Electronica N° 177 del 2025-06-05,Com0001,-97538,,-18532,-116070,,,,,,,/Contabilidad/Documentos Contables/018e7d1f.Archivo.175739.070.pdf,TRUE,,,,,,,
c9f74a27,Venta,,NC,Afecta,Ok,24/7/2025,15,ANULA DOCUMENTO DE LA REFERENCIA- Fact.Electronica N° 202 del 2025-07-14,Com0005,-44577,,-8470,-53047,,,,,,,/Contabilidad/Documentos Contables/c9f74a27.Archivo.175829.047.pdf,TRUE,,,,,,,
6a1afcaa,Venta,,NC,Exenta,Ok,24/7/2025,16,ANULA DOCUMENTO DE LA REFERENCIA- Fact.Electronica N° 203 del 2025-07-14,Com0005,-34210,,-6500,-40710,,,,,,,/Contabilidad/Documentos Contables/6a1afcaa.Archivo.175915.710.pdf,TRUE,,,,,,,
ad403b43,Venta,,NC,Afecta,Ok,25/8/2025,17,ANULA DOCUMENTO DE LA REFERENCIA- Fact.Electronica N° 214 del 2025-08-22,Com0008,-48360,,-9188,-57548,,,,,,,/Contabilidad/Documentos Contables/ad403b43.Archivo.175954.548.pdf,TRUE,,,,,,,
144d552a,Venta,,NC,Afecta,Ok,6/11/2025,18,ANULA DOCUMENTO DE LA REFERENCIA- Fact.Electronica N° 225 del 2025-11-06,Com0005,-54251,,-10308,-64559,,,,,,,/Contabilidad/Documentos Contables/144d552a.Archivo.180031.559.pdf,TRUE,,,,,,,
69dba698,Venta,,FA,Afecta,Ok,19/1/2026,241,Comision,Com0005,243804,,46323,290127,,,,,,Cta0680,/Contabilidad/Documentos Contables/69dba698.Archivo.140122.127.pdf,TRUE,,,,,,,
7a70b97e,Venta,,NC,Afecta,Ok,26/1/2026,19,Anula Factura 208,Com0001,97538,,18532,116070,,,,,,,/Contabilidad/Documentos Contables/7a70b97e.Archivo.153642.070.pdf,TRUE,,,,,,,
fbb33dd4,Venta,,FA,Afecta,Ok,26/1/2026,242,Profit,Com0001,97538,,18532,116070,,,,,,Cta0684,/Contabilidad/Documentos Contables/fbb33dd4.Archivo.153739.070.pdf,TRUE,,,,,,,
87dbacbe,Venta,,FA,Afecta,Ok,10/2/2026,243,Orden Compra N° CG0248565 del 2026-01-31,Com0001,444968,,84544,529512,,,,,,Cta0700,/Contabilidad/Documentos Contables/87dbacbe.Archivo.173821.512.pdf,TRUE,,,,,,,
c1b0a9b8,Venta,,FA,Exenta,Ok,10/2/2026,244,Orden Compra N° CG0248566 del 2026-01-31,Com0001,820219,,155842,976061,,,,,,Cta0700,/Contabilidad/Documentos Contables/c1b0a9b8.Archivo.173920.061.pdf,TRUE,,,,,,,
0e7b5ad5,Venta,,FA,Afecta,Ok,25/2/2026,247,Comisión remanente de liquidación del 10-23,Com0007,10124,,1924,12048,,,,,,Cta0720,/Contabilidad/Documentos Contables/0e7b5ad5.Archivo.153054.048.pdf,TRUE,,,,,,,
fd98ec58,Venta,,FA,Afecta,Ok,13/2/2026,245,COMISIONES CIERRE AL 26-01-2026 FOLIO HONORARIO 21437,Com0008,104393,,19835,124228,,,,,,Cta0703,/Contabilidad/Documentos Contables/fd98ec58.Archivo.155115.228.pdf,TRUE,,,,,,,
a4fb4042,Venta,,FA,Afecta,Ok,26/2/2026,248,Comisiones 09-05-2025,Com0007,54441,,10344,64785,,,,,,Cta0713,/Contabilidad/Documentos Contables/a4fb4042.Archivo.181226.785.pdf,TRUE,,,,,,,
378528df,Venta,,FA,Afecta,Ok,26/2/2026,249,Proceso 18-06-2025,Com0008,40807,,7753,48560,,,,,,Cta0527,/Contabilidad/Documentos Contables/378528df.Archivo.195658.560.pdf,TRUE,,,,,,,
ff2d193a,Venta,,FA,Afecta,Ok,4/3/2026,250,Comisiones,Com0008,60126,,11424,71550,,,,,,Cta0706,/Contabilidad/Documentos Contables/ff2d193a.Archivo.144448.pdf,TRUE,,,,,,,
5bddb80b,Venta,,FA,Afecta,Ok,6/3/2026,251,Liquidaciones de comisión afecta 31/10/2025,Com0005,297327,,56492,353819,,,,,,Cta0712,/Contabilidad/Documentos Contables/5bddb80b.Archivo.211208.pdf,TRUE,,,,,,,
f697fc35,Venta,,FA,Exenta,Ok,6/3/2026,252,Liquidación Comisión Exenta 31/10/25,Com0005,689798,,131062,820860,,,,,,Cta0719,/Contabilidad/Documentos Contables/f697fc35.Archivo.211306.pdf,TRUE,,,,,,,
162bead4,Venta,,FA,Afecta,Nulo,10/3/2026,253,DIferencia Comision Liq 17422,Com0004,13254,,,,,,,,,,/Contabilidad/Documentos Contables/162bead4.Archivo.204638.pdf,,,,,,,,
08ede459,Venta,,FA,Afecta,Ok,10/3/2026,254,Comisión Liq 44225,Com0004,6519,,1239,7758,,,,,,Cta0714,/Contabilidad/Documentos Contables/08ede459.Archivo.205233.pdf,TRUE,,,,,,,
7d1b4976,Venta,,FA,Afecta,Ok,10/3/2026,255,Liq 1248729,Com0010,7552,,1435,8987,,,,,,Cta0715,/Contabilidad/Documentos Contables/7d1b4976.Archivo.205515.pdf,TRUE,,,,,,,
e7c695db,Venta,,FA,Afecta,Ok,10/3/2026,256,Liq 1262355,Com0010,45401,,8626,54027,,,,,,Cta0715,/Contabilidad/Documentos Contables/e7c695db.Archivo.205653.pdf,TRUE,,,,,,,
5af8ac8e,Venta,,FA,Afecta,Ok,10/3/2026,257,Liq 1267204,Com0010,259046,,49219,308265,,,,,,Cta0715,/Contabilidad/Documentos Contables/5af8ac8e.Archivo.205845.pdf,TRUE,,,,,,,
d5b7bb42,Venta,,FA,Afecta,Ok,10/3/2026,258,Liq 25,Com0007,63597,,12083,75680,,,,,,648c9785,/Contabilidad/Documentos Contables/d5b7bb42.Archivo.210129.pdf,TRUE,,,,,,,
a6073a51,Venta,,FA,Afecta,Ok,10/3/2026,259,Liq 26,Com0007,51456,,9777,61233,,,,,,648c9785,/Contabilidad/Documentos Contables/a6073a51.Archivo.210323.pdf,TRUE,,,,,,,
ac943c15,Venta,,FA,Afecta,Ok,10/3/2026,261,Comisión Afecta Liq 1813,Com0003,35877,,6817,42694,,,,,,a46f7475,/Contabilidad/Documentos Contables/ac943c15.Archivo.211250.pdf,TRUE,,,,,,,
f10cb181,Venta,,FA,Exenta,Ok,10/3/2026,262,Comisión Exenta Liq 1813,Com0003,56379,,10712,67091,,,,,,a46f7475,/Contabilidad/Documentos Contables/f10cb181.Archivo.211627.pdf,TRUE,,,,,,,
4dbde5fc,Venta,,FA,Afecta,Ok,10/3/2026,263,Comisión Afecta CG0251149,Com0001,306121,,58163,364284,,,,,,Cta0711,/Contabilidad/Documentos Contables/4dbde5fc.Archivo.212033.pdf,TRUE,,,,,,,
b90c4e03,Venta,,FA,Afecta,Ok,10/3/2026,264,Liquidación del 03/03/2026,Com0012,71225,,13533,84758,,,,,,Cta0716,/Contabilidad/Documentos Contables/b90c4e03.Archivo.212350.pdf,TRUE,,,,,,,
b92a833e,Venta,,NC,Afecta,Ok,11/3/2026,20,Anula FA253 por duplicidad,Com0004,13254,,2518,15772,,,,,,,/Contabilidad/Documentos Contables/b92a833e.Archivo.201859.pdf,TRUE,,,,,,,
8d5a861f,Venta,,FA,Afecta,Ok,19/3/2026,265,Comisión Liq 27,Com0007,104266,,19811,124077,,,,,,Cta0726,/Contabilidad/Documentos Contables/8d5a861f.Archivo.145740.pdf,TRUE,,,,,,,
80ec204f,Venta,,FA,Exenta,Ok,19/3/2026,266,Comisión Liq 27,Com0007,22949,,4360,27309,,,,,,Cta0726,/Contabilidad/Documentos Contables/80ec204f.Archivo.145922.pdf,TRUE,,,,,,,
c3cee04e,Venta,,FA,Afecta,Ok,13/4/2026,269,LIQUIDACION 1818,Com0003,54183,,10295,64478,,,,,,Cta0741,/Contabilidad/Documentos Contables/c3cee04e.Archivo.170510.pdf,TRUE,,,,,,,
28433548,Venta,,FA,Afecta,Ok,13/4/2026,270,Comisión LIQ 45051,Com0004,126695,,24072,150767,,,,,,Cta0734,/Contabilidad/Documentos Contables/28433548.Archivo.170850.pdf,TRUE,,,,,,,
4bfe3cf9,Venta,,FA,Afecta,Ok,13/4/2026,271,Comisión Liq 28,Com0007,63747,,12112,75859,,,,,,Cta0737,/Contabilidad/Documentos Contables/4bfe3cf9.Archivo.171302.pdf,TRUE,,,,,,,
a5148207,Venta,,FA,Afecta,Ok,14/4/2026,272,Orden Compra N° CG0253798 del 2026-03-31,Com0001,1745865,,331714,2077579,,,,,,Cta0736,/Contabilidad/Documentos Contables/a5148207.Archivo.153006.pdf,TRUE,,,,,,,
e0eb20a3,Venta,,FA,Afecta,Nulo,22/04/2026,273,Profit ANS 2025 OC N°487678,Com0001,619493,,117704,737197,,,,,,,/Contabilidad/Documentos Contables/e0eb20a3.Archivo.180038.pdf,TRUE,,,,,,,
41fa0528,Venta,,FA,Afecta,Ok,22/04/2026,274,Comisiones Folio 22753,Com0008,125899,0,23921,149820,,,,,,Cta0760,/Contabilidad/Documentos Contables/41fa0528.Archivo.183614.pdf,TRUE,Ingreso Portal,,,,,,
df8e6731,Venta,,FA,Afecta,Ok,23/04/2026,275,Profit OC n°4132803,Com0005,24503,0,4656,29159,,,,,,Cta0755,/Contabilidad/Documentos Contables/df8e6731.Archivo.185845.pdf,TRUE,Automático - Sin ingreso,,,,,,
9103071e,Venta,,FA,Afecta,Ok,23/04/2026,276,Profit OC N°4175742,Com0005,641624,,121909,763533,,,,,,Cta0754,/Contabilidad/Documentos Contables/9103071e.Archivo.190509.pdf,TRUE,Automático sin Ingreso,,,,,,
9211eb03,Venta,,FA,Afecta,Ok,23/04/2026,277,Profit OC N°4191981,Com0005,115186,0,21885,137071,,,,,,Cta0752,/Contabilidad/Documentos Contables/9211eb03.Archivo.190835.pdf,TRUE,Automático sin ingreso,,,,,,
a0d526da,Venta,,FA,Afecta,Ok,23/04/2026,278,Profit OC N°4236251,Com0005,207096,0,39348,246444,,,,,,Cta0753,/Contabilidad/Documentos Contables/a0d526da.Archivo.191132.pdf,TRUE,Automático sin ingreso,,,,,,
43b08da6,Venta,,FA,Afecta,Ok,23/04/2026,279,Profit OC N°4318717,Com0005,94823,0,18016,112839,,,,,,Cta0756,/Contabilidad/Documentos Contables/43b08da6.Archivo.191453.pdf,TRUE,Automático Sin ingreso,,,,,,
3eb41311,Venta,,FA,Afecta,Ok,27/04/2026,280,Comisión Liq 29,Com0007,70529,0,13401,83930,,,,,,Cta0759,/Contabilidad/Documentos Contables/3eb41311.Archivo.154816.pdf,TRUE,Enviado A Comisiones@reale.cl,,,,,,
529445f2,Venta,,FA,Afecta,Ok,04/05/2026,281,Comisiones Por el Mes de Abr26-1,Com0008,99261,0,18860,118121,,,,,,,/Contabilidad/Documentos Contables/529445f2.Archivo.202759.pdf,TRUE,Ingresado por portal,,,,,,
5c531af1,Venta,,NC,,Ok,06/05/2026,21,Anula FA273 por error en campo 801,Com0001,,,0,0,,,,,,,/Contabilidad/Documentos Contables/5c531af1.Archivo.162603.pdf,TRUE,Enviado por correo a isabel.osorio@bciseguros.com,,,,,,
f055e3e8,Venta,,FA,Afecta,Ok,06/05/2026,282,Profit ANS 2025 OC487678,Com0001,619493,0,117704,737197,,,,,,cf8be143,/Contabilidad/Documentos Contables/f055e3e8.Archivo.163052.pdf,TRUE,Enviado por correo a isabel.osorio@bciseguros.com,,,,,,
3f3b8d74,Venta,Simple,FA,Afecta,Ok,06/05/2026,283,Comisiones Vida OC19993,217c1ce1ed,143464,0,27258,170722,,,,,,,/Contabilidad/Documentos Contables/3f3b8d74.Archivo.194203.pdf,TRUE,Enviado a contabilidad.sii@bciseguros.cl,,,,,,
d4715d81,Venta,,FA,Afecta,Ok,06/05/2026,284,CV20551,217c1ce1ed,5988,0,1138,7126,,,,,,,/Contabilidad/Documentos Contables/d4715d81.Archivo.194715.pdf,TRUE,Enviado a contabilidad.sii@bciseguros.cl,,,,,,
623999ad,Venta,,FA,Afecta,Ok,06/05/2026,285,Comisiones al 30/04/26 OC 0256455,Com0001,472037,0,89687,561724,,,,,,,/Contabilidad/Documentos Contables/623999ad.Archivo.202557.pdf,TRUE,Enviado a contabilidad.sii@bciseguros.cl,,,,,,
84cfc8c6,Venta,,FA,Afecta,Ok,11/05/2026,286,Com Afec Liq 1822,Com0003,77773,0,14777,92550,,,,,,,/Contabilidad/Documentos Contables/84cfc8c6.Archivo.170537.pdf,TRUE,Enviado a comisiones.generales@consorcio.cl,,,,,,
2f59660f,Venta,,FA,Afecta,Ok,11/05/2026,287,Com Liq 30042026,Com0002,22078,0,4195,26273,,,,,,,/Contabilidad/Documentos Contables/2f59660f.Archivo.171110.pdf,TRUE,Enviado a Comisiones.Chile@Chubb.com,,,,,,
98358192,Venta,,FA,Exenta,Ok,11/05/2026,288,Com Exen Liq 30042026,Com0002,17641,0,3352,20993,,,,,,,/Contabilidad/Documentos Contables/98358192.Archivo.171608.pdf,TRUE,Enviado a Comisiones.Chile@Chubb.com,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
