ID,Compañía,Tipo,Movimiento,Cantidad Documentos,Fecha Liquidación,N° Liquidación,Facturación,Monto Afecto,Monto Exento,Liquidación,Detalle,Comentarios
8f9176c6,Com0011,Comisión,Factura,3,30/6/2025,1,Única,"$420,287.00",0,/Gestión/Pólizas/Comisiones/8f9176c6.Liquidación.201941.pdf,/Gestión/Pólizas/Comisiones/8f9176c6.Detalle.201941.pdf,
bce6c4e2,Com0001,Comisión,Saldo,3,31/10/2023,31102023,,$0.00,0,/Gestión/Pólizas/Comisiones/bce6c4e2.Liquidación.171726.pdf,/Gestión/Pólizas/Comisiones/bce6c4e2.Detalle.171726.pdf,
91d7c324,Com0006,Comisión,Factura,1,30/4/2025,Esp01,,"$212,106.00",243804,/Gestión/Pólizas/Comisiones/91d7c324.Liquidación.195806.pdf,/Gestión/Pólizas/Comisiones/91d7c324.Detalle.195806.xlsx,
1769c241,Com0006,Comisión,Factura,2,15/6/2025,45,Separada,"$29,405.00",93001,/Gestión/Pólizas/Comisiones/1769c241.Liquidación.201202.pdf,/Gestión/Pólizas/Comisiones/1769c241.Detalle.201202.pdf,
55538119,Com0006,Comisión,Factura,2,30/6/2025,2,Única,"$555,569.00",0,/Gestión/Pólizas/Comisiones/55538119.Liquidación.203200.pdf,/Gestión/Pólizas/Comisiones/55538119.Detalle.203200.pdf,
f93171df,Com0006,Comisión,Factura,3,30/6/2025,46,Separada,"$1,700,497.00",52649,/Gestión/Pólizas/Comisiones/f93171df.Liquidación.203507.pdf,/Gestión/Pólizas/Comisiones/f93171df.Detalle.203507.pdf,
cc45be14,Com0006,Comisión,Saldo,2,31/7/2025,47,,"-$17,219.00",0,/Gestión/Pólizas/Comisiones/cc45be14.Liquidación.204753.pdf,/Gestión/Pólizas/Comisiones/cc45be14.Detalle.204753.pdf,
fe3c3751,Com0006,Comisión,Saldo,2,31/8/2025,49,,"-$76,052.00",0,/Gestión/Pólizas/Comisiones/fe3c3751.Liquidación.205123.pdf,/Gestión/Pólizas/Comisiones/fe3c3751.Detalle.205123.pdf,
592aceb1,Com0006,Comisión,Factura,1,15/9/2025,50,Única,"$54,251.00",0,/Gestión/Pólizas/Comisiones/592aceb1.Liquidación.205401.pdf,/Gestión/Pólizas/Comisiones/592aceb1.Detalle.205401.pdf,
7aad9468,Com0010,Comisión,Factura,3,1/6/2025,1217890,Única,"$436,533.00",0,/Gestión/Pólizas/Comisiones/7aad9468.Liquidación.160446.xlsx,/Gestión/Pólizas/Comisiones/7aad9468.Detalle.160446.xlsx,
57202de1,Com0010,Comisión,Factura,2,1/12/2025,1248729,Única,"$7,552.00",0,/Gestión/Pólizas/Comisiones/57202de1.Liquidación.161430.xlsx,/Gestión/Pólizas/Comisiones/57202de1.Detalle.161430.xlsx,
f7e58648,Com0001,Comisión,Factura,22,31/1/2026,31012026,Separada,"$444,968.00",820219,/Gestión/Pólizas/Comisiones/f7e58648.Liquidación.162621.xlsx,/Gestión/Pólizas/Comisiones/f7e58648.Detalle.162621.xlsx,
6ac9bfaa,Com0007,Comisión,Factura,1,9/5/2025,9052025,Única,"$54,441.00",0,/Gestión/Pólizas/Comisiones/6ac9bfaa.Liquidación.152831.pdf,/Gestión/Pólizas/Comisiones/6ac9bfaa.Detalle.152831.pdf,
8246c522,Com0008,Comisión,Factura,1,26/1/2026,21437,Única,"$104,393.00",0,/Gestión/Pólizas/Comisiones/8246c522.Liquidación.174610.pdf,/Gestión/Pólizas/Comisiones/8246c522.Detalle.174610.xlsx,
d8100620,Com0010,Comisión,Factura,7,1/2/2026,1262355,Única,"$45,401.00",0,/Gestión/Pólizas/Comisiones/d8100620.Liquidación.184255.pdf,/Gestión/Pólizas/Comisiones/d8100620.Detalle.184255.xlsx,
58a80cd3,Com0007,Comisión,Factura,1,17/2/2026,26,Única,"$51,456.00",0,/Gestión/Pólizas/Comisiones/58a80cd3.Liquidación.191300.PDF,/Gestión/Pólizas/Comisiones/58a80cd3.Detalle.191300.PDF,
a9b606a9,Com0004,Comisión,Factura,7,28/2/2026,44225,Única,"$6,519.00",0,/Gestión/Pólizas/Comisiones/a9b606a9.Liquidación.144050.pdf,/Gestión/Pólizas/Comisiones/a9b606a9.Detalle.144050.xls,
80d28ed1,Com0008,Comisión,Factura,1,25/2/2026,22327,Única,"$60,126.00",0,/Gestión/Pólizas/Comisiones/80d28ed1.Liquidación.141959.pdf,/Gestión/Pólizas/Comisiones/80d28ed1.Detalle.141959.xlsx,
e65d4922,Com0001,Comisión,Factura,8,28/2/2026,28022026,Única,"$306,121.00",0,/Gestión/Pólizas/Comisiones/e65d4922.Liquidación.153800.pdf,/Gestión/Pólizas/Comisiones/e65d4922.Detalle.153800.xlsx,
cc86c551,Com0005,Comisión,Factura,1,31/10/2025,3,Separada,"$297,327.00",689798,/Gestión/Pólizas/Comisiones/cc86c551.Liquidación.142755.pdf,/Gestión/Pólizas/Comisiones/cc86c551.Detalle.142755.pdf,Proceso 5086817928
6edf3e24,Com0005,Comisión,Saldo,3,31/1/2026,31012026,,"-$255,569.00",-690886,/Gestión/Pólizas/Comisiones/6edf3e24.Liquidación.144148.pdf,/Gestión/Pólizas/Comisiones/6edf3e24.Detalle.144148.pdf,
69f77262,Com0005,Comisión,Saldo,2,28/2/2026,28022026,,"$49,527.00",0,/Gestión/Pólizas/Comisiones/69f77262.Liquidación.144652.pdf,/Gestión/Pólizas/Comisiones/69f77262.Detalle.144652.pdf,
d6f9a760,Com0010,Comisión,Factura,3,1/3/2026,1267204,Única,"$259,046.00",0,/Gestión/Pólizas/Comisiones/d6f9a760.Liquidación.151355.pdf,/Gestión/Pólizas/Comisiones/d6f9a760.Detalle.151355.pdf,
3c035728,Com0012,Comisión,Factura,1,3/3/2026,3032026,Única,"$71,225.00",0,/Gestión/Pólizas/Comisiones/3c035728.Liquidación.200740.txt,/Gestión/Pólizas/Comisiones/3c035728.Detalle.200740.txt,
1267ff4c,Com0003,Comisión,Factura,1,28/2/2026,1813,Separada,"$35,877.00",56379,/Gestión/Pólizas/Comisiones/1267ff4c.Liquidación.210132.pdf,/Gestión/Pólizas/Comisiones/1267ff4c.Detalle.210132.pdf,
bc34bd84,Com0007,Comisión,Factura,4,16/3/2026,27,Separada,"$104,266.00",22949,/Gestión/Pólizas/Comisiones/bc34bd84.Liquidación.145206.PDF,/Gestión/Pólizas/Comisiones/bc34bd84.Detalle.145206.PDF,
df93cd2b,Com0004,Comisión,Factura,4,31/3/2026,45051,Única,"$126,695.00",0,/Gestión/Pólizas/Comisiones/df93cd2b.Liquidación.163851.pdf,/Gestión/Pólizas/Comisiones/df93cd2b.Detalle.163851.pdf,
c7ebe2b1,Com0007,Comisión,Factura,1,2/4/2026,28,Única,"$63,747.00",0,/Gestión/Pólizas/Comisiones/c7ebe2b1.Liquidación.164532.PDF,/Gestión/Pólizas/Comisiones/c7ebe2b1.Detalle.164532.PDF,
8151c9bf,Com0003,Comisión,Factura,1,31/3/2026,1818,Única,"$54,183.00",0,/Gestión/Pólizas/Comisiones/8151c9bf.Liquidación.164928.pdf,/Gestión/Pólizas/Comisiones/8151c9bf.Detalle.164928.pdf,
8370eee3,Com0001,Comisión,Factura,25,31/3/2026,31032026,Única,"$1,745,865.00",0,/Gestión/Pólizas/Comisiones/8370eee3.Liquidación.152402.pdf,/Gestión/Pólizas/Comisiones/8370eee3.Detalle.152402.pdf,CG0253798
6b9d35f0,Com0001,Profit,Factura,0,14/4/2026,OC487678,Única,"$619,493.00",0,/Gestión/Pólizas/Comisiones/6b9d35f0.Liquidación.175412.pdf,/Gestión/Pólizas/Comisiones/6b9d35f0.Detalle.175412.pdf,
e0ca27f0,Com0008,Comisión,Factura,2,10/3/2026,22753,Única,"$125,899.00",0,/Gestión/Pólizas/Comisiones/e0ca27f0.Liquidación.182939.pdf,/Gestión/Pólizas/Comisiones/e0ca27f0.Detalle.182939.pdf,
f200b7d8,Com0005,Profit,Factura,0,31/3/2025,4132803,Única,"$24,503.00",0,/Gestión/Pólizas/Comisiones/f200b7d8.Liquidación.185653.pdf,/Gestión/Pólizas/Comisiones/f200b7d8.Detalle.185653.pdf,
f7d7f23e,Com0005,Profit,Factura,0,30/6/2025,4175742,Única,"$641,624.00",0,/Gestión/Pólizas/Comisiones/f7d7f23e.Liquidación.190146.pdf,/Gestión/Pólizas/Comisiones/f7d7f23e.Detalle.190146.pdf,
dfbd7df9,Com0005,Profit,Factura,0,5/7/2025,4191981,Única,"$115,186.00",0,/Gestión/Pólizas/Comisiones/dfbd7df9.Liquidación.190724.pdf,/Gestión/Pólizas/Comisiones/dfbd7df9.Detalle.190724.pdf,
e54df3ee,Com0005,Profit,Factura,0,5/10/2025,4236251,Única,"$207,096.00",0,/Gestión/Pólizas/Comisiones/e54df3ee.Liquidación.191040.pdf,/Gestión/Pólizas/Comisiones/e54df3ee.Detalle.191040.pdf,
a8772552,Com0005,Profit,Factura,0,5/3/2026,4318717,Única,"$94,823.00",0,/Gestión/Pólizas/Comisiones/a8772552.Liquidación.191354.pdf,/Gestión/Pólizas/Comisiones/a8772552.Detalle.191354.pdf,
9bae1c35,Com0005,Comisión,Saldo,4,31/3/2026,31032026,,"$228,809.00",0,/Gestión/Pólizas/Comisiones/9bae1c35.Liquidación.201417.pdf,/Gestión/Pólizas/Comisiones/9bae1c35.Detalle.201417.pdf,no se facturó porque hay comisiones negativas
6f08a515,Com0010,Comisión,Saldo,3,1/4/2026,1272062,,"-$238,077.00",0,/Gestión/Pólizas/Comisiones/6f08a515.Liquidación.204816.pdf,/Gestión/Pólizas/Comisiones/6f08a515.Detalle.204816.pdf,Monto negativo no se factura
8a8970e3,Com0007,Comisión,Factura,1,21/4/2026,29,Única,"$70,529.00",0,/Gestión/Pólizas/Comisiones/8a8970e3.Liquidación.154416.PDF,/Gestión/Pólizas/Comisiones/8a8970e3.Detalle.154416.PDF,
598473c5,Com0008,Comisión,Factura,2,24/4/2026,24042026,Única,"$99,261.00",0,/Gestión/Pólizas/Comisiones/598473c5.Liquidación.195653.pdf,/Gestión/Pólizas/Comisiones/598473c5.Detalle.195653.pdf,
4cf37a87,217c1ce1ed,Comisión,Factura,3,6/5/2026,15042026,Única,"$143,464.00",0,/Gestión/Pólizas/Comisiones/4cf37a87.Liquidación.191058.pdf,/Gestión/Pólizas/Comisiones/4cf37a87.Detalle.191058.pdf,CV19993
dbcbaea7,217c1ce1ed,Comisión,Factura,1,6/5/2026,15052026,Única,"$5,988.00",0,/Gestión/Pólizas/Comisiones/dbcbaea7.Liquidación.194408.pdf,/Gestión/Pólizas/Comisiones/dbcbaea7.Detalle.194408.pdf,
1c9212b5,Com0001,Comisión,Factura,6,6/5/2026,30042026,Única,"$472,037.00",0,/Gestión/Pólizas/Comisiones/1c9212b5.Liquidación.201751.pdf,/Gestión/Pólizas/Comisiones/1c9212b5.Detalle.201751.pdf,
f5a16638,Com0003,Comisión,Factura,1,30/4/2026,1822,Única,"$77,773.00",0,/Gestión/Pólizas/Comisiones/f5a16638.Liquidación.204702.pdf,/Gestión/Pólizas/Comisiones/f5a16638.Detalle.204702.pdf,
1118d5f5,Com0002,Comisión,Factura,3,30/4/2026,30042026,Separada,"$22,078.00",17641,/Gestión/Pólizas/Comisiones/1118d5f5.Liquidación.205801.pdf,/Gestión/Pólizas/Comisiones/1118d5f5.Detalle.205801.pdf,
