ID,Producto,% Comisión Afecta,% Comisión Exenta,Ejecutivo,Estado Seguro,Fecha Emisión,I Vigencia,F Vigencia,N° Póliza,Cliente,Contratante,Pagador,Moneda,Forma de Pago,N° Cuotas,Mandato,Otros Archivos,Comisión?,Renovar?,Pago Activo?,Recotizar?,Fecha Cancelación,Comentarios,Verificador Traspaso
Pol0265,Pro0009,14.00%,0.00%,Eje0001,Ok,19/9/2024,19/9/2024,19/9/2025,QP1134136,Cli0074,rut0108,rut0108,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0266,Pro0032,17.00%,0.00%,Eje0001,Cancelado,24/9/2024,24/9/2024,24/9/2025,QP1134912,Cli0117,rut0174,rut0174,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0267,Pro0046,20.15%,0.00%,Eje0005,Ok,26/9/2024,26/9/2024,26/9/2025,230484,Cli0049,rut0070,rut0070,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0268,Pro0046,20.15%,0.00%,Eje0005,Ok,26/9/2025,26/9/2025,26/9/2026,418313,Cli0049,rut0070,rut0070,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0269,Pro0010,9.60%,0.00%,Eje0003,Cancelado,4/10/2024,4/10/2024,4/10/2025,3062279,Cli0070,rut0102,rut0102,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0270,Pro0006,11.50%,0.00%,Eje0005,Cancelado,11/10/2024,11/10/2024,11/10/2025,262737,Cli0110,rut0158,rut0158,UF,PAT,10,,,TRUE,FALSE,FALSE,,,,
Pol0271,Pro0032,17.00%,0.00%,Eje0001,Cancelado,22/10/2024,22/10/2024,22/10/2025,QP1140155,Cli0061,rut0085,rut0085,UF,PAC,12,,,TRUE,FALSE,FALSE,,,,
Pol0272,Pro0048,12.00%,0.00%,Eje0002,Ok,25/10/2024,25/10/2024,25/10/2025,300459895,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0273,Pro0006,13.54%,0.00%,Eje0005,Ok,29/10/2024,29/10/2024,29/10/2025,262736,Cli0017,rut0022,rut0022,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0274,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2024,4/11/2024,4/11/2025,18000121-9,Cli0052,rut0074,rut0074,UF,Directa,5,,,FALSE,TRUE,FALSE,,,,
Pol0275,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2024,4/11/2024,4/11/2025,18000122-9,Cli0052,rut0074,rut0074,UF,Directa,3,,,FALSE,TRUE,FALSE,,,,
Pol0276,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2024,4/11/2024,4/11/2025,18000123-9,Cli0052,rut0074,rut0074,UF,Directa,5,,,FALSE,TRUE,FALSE,,,,
Pol0277,Pro0012,10.00%,0.00%,Eje0004,Cancelado,4/11/2024,4/11/2024,4/11/2025,61891416,Cli0050,rut0071,rut0071,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0278,Pro0012,12.00%,0.00%,Eje0004,Cancelado,11/11/2024,11/11/2024,11/11/2025,61890467,Cli0052,rut0074,rut0074,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0279,Pro0029,10.00%,0.00%,Eje0001,Ok,14/11/2024,14/11/2024,14/11/2025,QP1138319,Cli0032,rut0041,rut0041,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0280,Pro0032,15.00%,0.00%,Eje0001,Ok,15/11/2024,15/11/2024,15/11/2025,QP1143522,Cli0046,rut0066,rut0066,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0281,Pro0077,0.00%,0.00%,Eje0001,Anulado,15/11/2024,15/11/2024,15/11/2025,QP1136988,Cli0046,rut0066,rut0066,UF,,1,,,TRUE,FALSE,FALSE,,,,
Pol0282,Pro0011,7.00%,0.00%,Eje0001,Anulado,21/11/2024,21/11/2024,21/11/2025,QP1138833,Cli0072,rut0105,rut0105,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0283,Pro0054,13.50%,0.00%,Eje0001,Ok,21/11/2024,21/11/2024,21/11/2025,QP1143790,Cli0072,rut0105,rut0105,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0284,Pro0055,15.00%,8.67%,Eje0010,Ok,22/11/2024,22/11/2024,22/11/2025,20588194,8a0eccf1,rut0007,rut0007,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0285,Pro0032,17.00%,0.00%,Eje0001,Cancelado,22/11/2024,22/11/2024,22/11/2025,QP1146366,Cli0098,rut0134,rut0134,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0286,Pro0011,7.00%,0.00%,Eje0001,Anulado,22/11/2024,22/11/2024,22/11/2025,QP1140113,Cli0034,rut0044,rut0044,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0287,Pro0054,13.50%,0.00%,Eje0001,Ok,22/11/2024,22/11/2024,22/11/2025,QP1143884,Cli0034,rut0044,rut0044,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0288,Pro0059,15.00%,0.00%,Eje0007,Ok,24/11/2024,24/11/2024,24/11/2025,526675,Cli0103,rut0149,rut0149,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0289,Pro0084,10.00%,10.00%,Eje0004,Ok,26/11/2024,26/11/2024,26/11/2025,20590591,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0290,Pro0003,22.00%,22.00%,Eje0001,Ok,26/11/2024,26/11/2024,26/11/2025,QP1142580,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0291,5c3562b5,15.00%,0.00%,Eje0007,Ok,26/11/2024,26/11/2024,26/11/2025,93574,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0292,Pro0103,12.00%,0.00%,Eje0010,Ok,12/12/2024,12/12/2024,12/12/2025,61902888,Cli0115,rut0169,rut0169,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0293,Pro0075,16.00%,16.00%,Eje0003,Ok,14/12/2024,14/12/2024,14/12/2025,3064050,Cli0040,rut0056,rut0056,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0294,Pro0040,10.00%,0.00%,Eje0001,Ok,18/12/2024,18/12/2024,18/12/2025,QP1144094,Cli0107,rut0155,rut0155,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0295,Pro0015,15.00%,0.00%,Eje0006,Cancelado,22/12/2024,22/12/2024,22/12/2025,24142385,Cli0040,rut0053,rut0053,UF,PAC,12,,,TRUE,FALSE,FALSE,,,,
Pol0296,Pro0015,15.00%,0.00%,Eje0006,Ok,26/12/2024,26/12/2024,26/12/2025,24142710,Cli0008,rut0009,rut0009,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0297,Pro0078,15.00%,0.00%,Eje0001,Ok,26/12/2024,26/12/2024,26/12/2025,QP1142157,Cli0123,rut0189,rut0189,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0298,Pro0015,0.00%,0.00%,Eje0006,Anulado,26/12/2024,26/12/2024,26/12/2025,24151282,Cli0008,rut0009,rut0009,UF,,1,,,TRUE,FALSE,FALSE,,,,
Pol0299,Pro0034,17.00%,0.00%,Eje0005,Cancelado,29/12/2024,29/12/2024,29/12/2025,8191249,Cli0125,rut0191,rut0191,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0300,Pro0035,30.00%,0.00%,Eje0005,Cancelado,29/12/2024,29/12/2024,29/12/2025,7310958,Cli0028,rut0035,rut0035,UF,Directa,3,,,TRUE,FALSE,FALSE,,,,
Pol0301,Pro0035,30.00%,0.00%,Eje0005,Cancelado,29/12/2024,29/12/2024,29/12/2025,7310959,Cli0028,rut0035,rut0035,UF,Directa,3,,,TRUE,FALSE,FALSE,,,,
Pol0302,Pro0035,30.00%,0.00%,Eje0005,Cancelado,29/12/2024,29/12/2024,29/12/2025,7310960,Cli0028,rut0035,rut0035,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0303,Pro0100,25.00%,25.00%,82c83736,Ok,2/1/2025,2/1/2025,2/1/2026,81519,Cli0129,rut0196,rut0196,UF,Directa,9,,,TRUE,TRUE,FALSE,,,,
Pol0304,Pro0011,7.00%,0.00%,Eje0001,Anulado,19/1/2025,19/1/2025,19/1/2026,QP1149985,Cli0083,rut0120,rut0120,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0305,Pro0032,17.00%,0.00%,Eje0001,Ok,19/1/2025,19/1/2025,19/1/2026,QP1152906,Cli0083,rut0120,rut0120,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0306,Pro0005,10.00%,0.00%,Eje0001,Anulado,22/1/2025,22/1/2025,22/1/2026,QP1151951,Cli0068,rut0096,rut0096,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0307,Pro0005,10.00%,0.00%,Eje0001,Ok,22/1/2025,22/1/2025,22/1/2026,QP1163548,Cli0068,rut0096,rut0096,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0308,Pro0039,30.00%,0.00%,,Cancelado,24/1/2025,24/1/2025,24/1/2026,144045932,Cli0030,rut0038,rut0038,UF,PAT,10,,,TRUE,FALSE,FALSE,,7/10/2025,,
Pol0309,Pro0039,30.00%,0.00%,,Ok,24/1/2025,24/1/2025,24/1/2026,144045933,Cli0042,rut0059,rut0059,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
Pol0310,Pro0045,15.00%,9.00%,Eje0002,Ok,25/1/2025,25/1/2025,25/1/2026,100076830,Cli0075,rut0110,rut0110,UF,Directa,10,,,TRUE,FALSE,FALSE,,,Se incluyó en la póliza de la comunidad,
Pol0311,Pro0015,15.00%,0.00%,Eje0006,Ok,27/1/2025,27/1/2025,27/1/2026,25614498,Cli0110,rut0158,rut0158,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0312,Pro0034,17.00%,0.00%,Eje0005,Ok,30/1/2025,30/1/2025,30/1/2026,8194454,Cli0111,rut0159,rut0159,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0313,Pro0047,16.00%,0.00%,Eje0002,Cancelado,31/1/2025,31/1/2025,31/1/2026,300479734,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0314,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2025,31/1/2025,31/1/2026,300480459,Cli0093,rut0128,rut0128,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0315,Pro0065,14.00%,0.00%,Eje0003,Consumido,31/1/2025,31/1/2025,31/1/2026,1492057,Cli0116,rut0172,rut0172,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0316,Pro0065,14.00%,0.00%,Eje0003,Ok,31/1/2025,31/1/2025,31/1/2026,1488860,Cli0102,rut0146,rut0146,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0317,Pro0015,15.00%,0.00%,Eje0006,Anulado,31/1/2025,31/1/2025,31/1/2026,24149330,Cli0064,rut0089,rut0089,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0318,Pro0015,15.00%,0.00%,Eje0006,Anulado,31/1/2025,31/1/2025,31/1/2026,24149329,Cli0064,rut0091,rut0091,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0319,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2025,31/1/2025,31/1/2026,300479695,Cli0081,rut0118,rut0118,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0320,Pro0047,16.00%,0.00%,Eje0002,Cancelado,31/1/2025,31/1/2025,31/1/2026,300479693,Cli0067,rut0094,rut0094,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0321,Pro0047,11.00%,0.00%,Eje0002,Ok,31/1/2025,31/1/2025,31/1/2026,300479691,Cli0045,rut0061,rut0061,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
Pol0322,Pro0025,14.50%,0.00%,Eje0005,Anulado,31/1/2025,31/1/2025,31/1/2026,302039,Cli0012,rut0013,rut0013,UF,PAC,10,,,TRUE,FALSE,FALSE,,,,
Pol0323,Pro0025,14.50%,0.00%,Eje0005,Anulado,31/1/2025,31/1/2025,31/1/2026,302040,Cli0012,rut0013,rut0013,UF,PAC,10,,,TRUE,FALSE,FALSE,,,,
Pol0324,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2025,31/1/2025,31/1/2026,300479692,Cli0105,rut0151,rut0151,UF,PAT,10,,,TRUE,FALSE,FALSE,,,,
Pol0325,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2025,31/1/2025,31/1/2026,300479690,Cli0101,rut0145,rut0145,UF,Directa,1,,,FALSE,FALSE,FALSE,,,,
Pol0326,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2025,31/1/2025,31/1/2026,300479694,Cli0101,rut0143,rut0143,UF,Directa,1,,,FALSE,FALSE,FALSE,,,,
Pol0327,Pro0036,25.00%,25.00%,Eje0003,Anulado,31/1/2025,31/1/2025,31/1/2026,3064744,Cli0109,rut0157,rut0157,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0328,Pro0032,15.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1154755,Cli0003,rut0003,rut0003,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0329,Pro0047,16.00%,0.00%,Eje0002,Cancelado,31/1/2025,31/1/2025,31/1/2026,300479728,Cli0112,rut0182,rut0182,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0330,Pro0032,17.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1152878,Cli0093,rut0128,rut0128,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0331,Pro0034,17.00%,0.00%,Eje0005,Ok,31/1/2025,31/1/2025,31/1/2026,8193187,Cli0012,rut0013,rut0013,UF,PAC,12,,,TRUE,TRUE,TRUE,,,,
Pol0332,Pro0034,17.00%,0.00%,Eje0005,Ok,31/1/2025,31/1/2025,31/1/2026,8193188,Cli0012,rut0013,rut0013,UF,PAC,12,,,TRUE,TRUE,TRUE,,,,
Pol0333,Pro0032,17.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1155685,Cli0101,rut0145,rut0145,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0334,Pro0032,17.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1154752,Cli0101,rut0143,rut0143,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0335,Pro0032,17.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1154837,Cli0064,rut0089,rut0089,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0336,Pro0032,17.00%,0.00%,Eje0001,Ok,31/1/2025,31/1/2025,31/1/2026,QP1154838,Cli0064,rut0091,rut0091,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0337,Pro0032,17.00%,0.00%,Eje0001,Ok,4/2/2025,4/2/2025,4/2/2026,QP1155909,Cli0046,rut0064,rut0064,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0338,Pro0068,16.00%,0.00%,Eje0002,Ok,8/2/2025,8/2/2025,8/2/2026,500011335,Cli0068,rut0096,rut0096,UF,Directa,8,,,TRUE,TRUE,FALSE,,,,
Pol0339,e4d0ec2f,13.45%,13.45%,Eje0010,Ok,23/2/2025,23/2/2025,23/2/2026,20596805,Cli0075,rut0110,rut0110,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0340,Pro0032,17.00%,0.00%,Eje0001,Ok,26/2/2025,26/2/2025,26/2/2026,QP1159565,Cli0132,rut0198,rut0198,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0341,Pro0103,13.00%,0.00%,Eje0010,Cancelado,28/2/2025,28/2/2025,28/2/2026,61921211,Cli0075,rut0110,rut0110,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0342,Pro0103,13.00%,0.00%,Eje0010,Cancelado,28/2/2025,28/2/2025,28/2/2026,61921212,Cli0075,rut0110,rut0110,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0343,Pro0032,17.00%,0.00%,Eje0001,Ok,4/3/2025,4/3/2025,4/3/2026,QP1159795,Cli0033,rut0043,rut0043,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0344,Pro0038,23.00%,23.00%,Eje0011,Ok,5/3/2025,5/3/2025,5/3/2026,2602990-1,Cli0106,rut0152,rut0152,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
Pol0345,Pro0015,15.00%,0.00%,Eje0006,Ok,5/3/2025,5/3/2025,5/3/2026,25615247,Cli0022,rut0027,rut0027,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0346,Pro0032,17.00%,0.00%,Eje0001,Ok,20/2/2025,6/3/2025,6/3/2026,QP1159207,Cli0101,rut0144,rut0144,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0347,Pro0078,15.00%,0.00%,Eje0001,Ok,10/2/2025,7/3/2025,7/3/2026,OP192550,Cli0057,rut0080,rut0080,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0348,Pro0077,15.00%,0.00%,Eje0001,Anulado,7/3/2025,7/3/2025,7/3/2026,QP192549,Cli0093,rut0128,rut0128,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0349,Pro0032,17.00%,0.00%,Eje0001,Ok,27/2/2025,7/3/2025,7/3/2026,QP1159614,Cli0093,rut0128,rut0128,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0350,Pro0043,15.00%,15.00%,Eje0003,Ok,8/3/2025,8/3/2025,8/3/2026,1506581,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
Pol0351,Pro0043,18.00%,18.00%,Eje0003,Ok,9/3/2025,9/3/2025,9/3/2026,1506551,Cli0111,rut0166,rut0166,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
Pol0352,Pro0070,15.00%,0.00%,Eje0007,Ok,19/3/2025,19/3/2025,19/3/2026,95423,Cli0103,rut0149,rut0149,UF,PAT,6,,,TRUE,TRUE,TRUE,,,,
Pol0353,Pro0004,15.00%,15.00%,,Ok,19/3/2025,19/3/2025,19/3/2026,7657660,Cli0103,rut0149,rut0149,UF,Directa,6,,,TRUE,TRUE,FALSE,,,,
Pol0354,Pro0070,15.00%,0.00%,Eje0010,Anulado,19/3/2025,19/3/2025,19/3/2026,95440,Cli0103,rut0149,rut0149,UF,PAT,1,,,TRUE,FALSE,FALSE,,,,
Pol0355,Pro0015,15.00%,0.00%,Eje0006,Ok,20/3/2025,20/3/2025,20/3/2026,25012436,Cli0030,rut0039,rut0039,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0356,Pro0063,10.50%,0.00%,Eje0007,Ok,27/3/2025,27/3/2025,27/3/2026,773855,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0357,Pro0063,10.50%,0.00%,Eje0007,Ok,27/3/2025,27/3/2025,27/3/2026,773853,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0358,Pro0069,18.00%,0.00%,Eje0003,Ok,27/3/2025,27/3/2025,27/3/2026,3066347,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0359,Pro0032,17.00%,0.00%,Eje0001,Ok,3/4/2025,4/4/2025,4/4/2026,QP1163635,Cli0127,rut0194,rut0193,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0360,dfff688c,8.00%,8.00%,Eje0010,Ok,8/4/2025,8/4/2025,8/4/2026,20607039,Cli0092,rut0139,rut0139,UF,Directa,10,,,TRUE,TRUE,FALSE,,,mis solicitudes CL83577,
Pol0361,Pro0079,0.00%,0.00%,Eje0003,Ok,15/4/2025,15/4/2025,15/4/2026,1505302,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,FALSE,,,,
Pol0362,Pro0080,0.00%,0.00%,Eje0003,Ok,15/4/2025,15/4/2025,15/4/2026,1505303,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,FALSE,,,,
Pol0363,Pro0083,14.00%,0.00%,Eje0006,Ok,15/4/2025,15/4/2025,15/4/2026,25535497,Cli0041,rut0058,rut0058,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0364,Pro0043,18.00%,18.00%,Eje0003,Ok,17/4/2025,17/4/2025,17/4/2026,1515344,Cli0111,rut0165,rut0165,UF,PAC,10,,,TRUE,TRUE,TRUE,,,,
Pol0365,Pro0015,15.00%,0.00%,Eje0006,Anulado,25/4/2025,25/4/2025,25/4/2026,25019949,Cli0056,rut0078,rut0078,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0366,Pro0034,17.00%,0.00%,Eje0012,Ok,25/4/2025,25/4/2025,25/4/2026,8372462,Cli0056,rut0078,rut0078,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0367,Pro0078,15.00%,0.00%,Eje0001,Anulado,28/4/2025,28/4/2025,28/4/2026,OP193959,Cli0098,rut0135,rut0135,UF,PAC,12,,,TRUE,FALSE,FALSE,,,,
Pol0368,Pro0032,17.00%,0.00%,Eje0001,Ok,24/4/2025,28/4/2025,28/4/2026,QP1166435,Cli0098,rut0135,rut0135,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0369,Pro0107,18.00%,8.00%,Eje0003,Ok,28/4/2025,28/4/2025,28/4/2026,1521285,Cli0111,rut0159,rut0159,UF,PAC,10,,,TRUE,TRUE,TRUE,,,,
Pol0370,Pro0015,15.00%,0.00%,Eje0006,Ok,29/4/2025,29/4/2025,29/4/2026,25036131,Cli0049,rut0070,rut0070,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0371,Pro0082,14.00%,0.00%,Eje0001,Ok,2/5/2025,2/5/2025,2/5/2026,QP1166879,Cli0056,rut0079,rut0079,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0372,Pro0108,12.00%,0.00%,Eje0012,Ok,16/5/2025,16/5/2025,16/5/2026,380597,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0373,Pro0048,12.00%,0.00%,Eje0002,Anulado,16/5/2025,16/5/2025,16/5/2026,300500049,Cli0040,rut0057,rut0057,UF,Directa,10,,,FALSE,FALSE,FALSE,,,,
Pol0374,Pro0032,17.00%,0.00%,Eje0001,Cancelado,31/5/2025,31/5/2025,31/5/2026,QP1165816,Cli0025,rut0030,rut0030,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0375,Pro0063,10.50%,0.00%,Eje0010,Ok,2/6/2025,2/6/2025,2/6/2026,782799,Cli0080,rut0117,rut0117,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
Pol0376,dbeb8e6d,15.00%,7.00%,Eje0010,Ok,4/6/2025,4/6/2025,4/6/2026,20611800,Cli0079,rut0116,rut0116,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
Pol0377,Pro0032,17.00%,0.00%,Eje0001,Ok,20/5/2025,4/6/2025,4/6/2026,QP1169545,Cli0101,rut0144,rut0144,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0378,Pro0110,14.00%,0.00%,Eje0001,Cancelado,6/6/2025,6/6/2025,6/6/2026,QP1171318,Cli0037,rut0050,rut0050,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0379,Pro0003,25.00%,25.00%,Eje0001,Cancelado,6/6/2025,6/6/2025,6/6/2026,OP199241,Cli0117,rut0173,rut0173,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0380,Pro0111,13.00%,0.00%,Eje0002,Ok,9/6/2025,9/6/2025,9/6/2026,300506815,Cli0061,rut0085,rut0085,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0381,Pro0021,16.00%,0.00%,Eje0009,Ok,16/6/2025,16/6/2025,16/6/2026,20116915,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0382,Pro0026,14.50%,0.00%,Eje0012,Cancelado,24/6/2025,24/6/2025,24/6/2026,373024,Cli0064,rut0090,rut0090,UF,PAT,11,,,TRUE,FALSE,FALSE,,28/7/2025,,
Pol0383,Pro0033,7.78%,0.00%,Eje0006,Anulado,28/6/2025,28/6/2025,28/6/2026,25538038,Cli0073,rut0107,rut0107,UF,PAT,10,,,TRUE,FALSE,FALSE,,,,
Pol0384,21dd3e87,13.00%,0.00%,Eje0010,Ok,28/6/2025,28/6/2025,28/6/2026,61950800,Cli0073,rut0107,rut0107,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
Pol0385,9451fd90,13.04%,0.00%,Eje0010,Ok,30/6/2025,30/6/2025,30/6/2026,23034022,Cli0046,rut0065,rut0065,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
Pol0386,b5aa09e2,10.50%,0.00%,Eje0010,Ok,30/6/2025,30/6/2025,30/6/2026,61951634,Cli0046,rut0065,rut0065,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
Pol0387,49eb7a2b,10.50%,0.00%,Eje0010,Ok,30/6/2025,30/6/2025,30/6/2026,61951791,Cli0046,rut0065,rut0065,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
Pol0388,Pro0002,26.00%,0.00%,Eje0002,Ok,3/7/2025,3/7/2025,3/7/2026,600011078,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0389,Pro0110,14.00%,0.00%,Eje0001,Cancelado,4/7/2025,4/7/2025,4/7/2026,QP1176551,Cli0117,rut0173,rut0174,UF,PAT,12,,,TRUE,FALSE,FALSE,,4/7/2025,,
Pol0390,Pro0034,17.00%,0.00%,Eje0012,Ok,7/7/2025,7/7/2025,7/7/2026,8385986,Cli0025,rut0030,rut0030,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0391,e4d0ec2f,21.00%,10.00%,Eje0010,Ok,11/7/2025,11/7/2025,11/7/2026,20612997,Cli0099,rut0140,rut0140,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
Pol0392,b553b744,9.43%,9.43%,Eje0010,Ok,23/7/2025,23/7/2025,23/7/2026,20614967,Cli0102,rut0146,rut0146,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0393,Pro0017,15.00%,0.00%,Eje0001,Ok,10/6/2025,29/7/2025,29/7/2026,OP202198,Cli0015,rut0017,rut0017,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
Pol0394,Pro0034,17.00%,0.00%,Eje0012,Anulado,31/7/2025,31/7/2025,31/7/2026,8384078,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0395,Pro0034,17.00%,0.00%,Eje0012,Cancelado,31/7/2025,31/7/2025,31/7/2026,8384075,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,FALSE,FALSE,,14/3/2026,Cancelada por venta de materia,
Pol0396,Pro0034,17.00%,0.00%,Eje0012,Ok,31/7/2025,31/7/2025,31/7/2026,8384077,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
