Esquema,Tabla,Campo,Tipo_de_Dato,Relacion_Target,Es_Label,Reglas_Visibilidad,Accion_Requerida
comunicacion,com_materia,enviado,Boolean,,,,
comunicacion,com_materia,fecha,Date,,,,
comunicacion,com_materia,id,Integer,,,,
comunicacion,com_materia,materias_link,relationship(ONETOMANY),cruce_tablas.materias_x_envio,,,
comunicacion,com_otros,asunto,String(300),,,,
comunicacion,com_otros,comentarios,Text,,,,
comunicacion,com_otros,created_at,DateTime(tz),,,,
comunicacion,com_otros,cuerpo,Text,,,,
comunicacion,com_otros,destinatario_id,Integer,grupos.grupo_entidad,,,
comunicacion,com_otros,enviado,Boolean,,,,
comunicacion,com_otros,fecha,Date,,,,
comunicacion,com_otros,id,Integer,,,,
comunicacion,com_plan_pago,asunto,String(300),,,,
comunicacion,com_plan_pago,comentarios,Text,,,,
comunicacion,com_plan_pago,created_at,DateTime(tz),,,,
comunicacion,com_plan_pago,cuerpo,Text,,,,
comunicacion,com_plan_pago,enviado,Boolean,,,,
comunicacion,com_plan_pago,fecha,Date,,,,
comunicacion,com_plan_pago,id,Integer,,,,
comunicacion,com_plan_pago,plan_pago_id,Integer,gestion.plan_pago,,,
comunicacion,com_plan_pago,plan_pago,relationship(MANYTOONE),gestion.plan_pago,,,
comunicacion,com_poliza,asunto,String(300),,,,
comunicacion,com_poliza,comentarios,Text,,,,
comunicacion,com_poliza,created_at,DateTime(tz),,,,
comunicacion,com_poliza,cuerpo,Text,,,,
comunicacion,com_poliza,enviado,Boolean,,,,
comunicacion,com_poliza,fecha,Date,,,,
comunicacion,com_poliza,id,Integer,,,,
comunicacion,com_poliza,poliza_id,Integer,gestion.poliza,,,
comunicacion,com_poliza,poliza,relationship(MANYTOONE),gestion.poliza,,,
comunicacion,com_registro,asunto,String(300),,,,
comunicacion,com_registro,cargar,Boolean,,,,
comunicacion,com_registro,cc_correos,String(300),,,,
comunicacion,com_registro,cc_envio,String(300),,,,
comunicacion,com_registro,comentarios,Text,,,,
comunicacion,com_registro,correo_destinatario,String(200),,,,
comunicacion,com_registro,created_at,DateTime(tz),,,,
comunicacion,com_registro,cuerpo_final,Text,,,,
comunicacion,com_registro,cuerpo_inicial,Text,,,,
comunicacion,com_registro,enviado,Boolean,,,,
comunicacion,com_registro,fecha,Date,,,,
comunicacion,com_registro,id,Integer,,,,
comunicacion,com_registro,n_envios,Integer,,,,
comunicacion,com_registro,registro_id,Integer,gestion.registro,,,
comunicacion,com_registro,respuesta,Text,,,,
comunicacion,com_registro,registro,relationship(MANYTOONE),gestion.registro,,,
cruce_tablas,coberturas_x_productos,cobertura_id,Integer,operaciones.cobertura,,,
cruce_tablas,coberturas_x_productos,id,Integer,,,,
cruce_tablas,coberturas_x_productos,producto_id,Integer,operaciones.producto,,,
cruce_tablas,coberturas_x_productos,cobertura,relationship(MANYTOONE),operaciones.cobertura,,,
cruce_tablas,coberturas_x_productos,producto,relationship(MANYTOONE),operaciones.producto,,,
cruce_tablas,cuotas_x_cobranza,cobranza_id,Integer,gestion.cobranza,,,
cruce_tablas,cuotas_x_cobranza,cuota_id,Integer,gestion.cuota,,,
cruce_tablas,cuotas_x_cobranza,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
cruce_tablas,cuotas_x_cobranza,id,Integer,,,,
cruce_tablas,cuotas_x_cobranza,cobranza,relationship(MANYTOONE),gestion.cobranza,,,
cruce_tablas,cuotas_x_cobranza,cuota,relationship(MANYTOONE),gestion.cuota,,,
cruce_tablas,documentos_x_comision,afecto_clp,"Numeric(14,2)",,,,
cruce_tablas,documentos_x_comision,afecto_uf,"Numeric(10,4)",,,,
cruce_tablas,documentos_x_comision,afecto_usd,"Numeric(10,2)",,,,
cruce_tablas,documentos_x_comision,cambio_uf,"Numeric(10,4)",,,,
cruce_tablas,documentos_x_comision,cambio_usd,"Numeric(10,2)",,,,
cruce_tablas,documentos_x_comision,comision_id,Integer,gestion.comision,,,
cruce_tablas,documentos_x_comision,documento_id,Integer,gestion.documento,,,
cruce_tablas,documentos_x_comision,exento_clp,"Numeric(14,2)",,,,
cruce_tablas,documentos_x_comision,exento_uf,"Numeric(10,4)",,,,
cruce_tablas,documentos_x_comision,exento_usd,"Numeric(10,2)",,,,
cruce_tablas,documentos_x_comision,id,Integer,,,,
cruce_tablas,documentos_x_comision,tipo,String(50),,,,
cruce_tablas,documentos_x_comision,comision,relationship(MANYTOONE),gestion.comision,,,
cruce_tablas,documentos_x_comision,documento,relationship(MANYTOONE),gestion.documento,,,
cruce_tablas,documentos_x_liquidacion,documento_id,Integer,gestion.documento,,,
cruce_tablas,documentos_x_liquidacion,id,Integer,,,,
cruce_tablas,documentos_x_liquidacion,liquidacion_id,Integer,contabilidad.liquidacion,,,
cruce_tablas,documentos_x_liquidacion,documento,relationship(MANYTOONE),gestion.documento,,,
cruce_tablas,documentos_x_liquidacion,liquidacion,relationship(MANYTOONE),contabilidad.liquidacion,,,
cruce_tablas,facturas_x_comision,comision_id,Integer,gestion.comision,,,
cruce_tablas,facturas_x_comision,contable_id,Integer,contabilidad.contable,,,
cruce_tablas,facturas_x_comision,id,Integer,,,,
cruce_tablas,facturas_x_comision,comision,relationship(MANYTOONE),gestion.comision,,,
cruce_tablas,facturas_x_comision,contable,relationship(MANYTOONE),contabilidad.contable,,,
cruce_tablas,items_x_envio_cliente,com_cliente_id,Integer,comunicacion.com_cliente,,,
cruce_tablas,items_x_envio_cliente,id,Integer,,,,
cruce_tablas,items_x_envio_cliente,materia_id,Integer,gestion.materia,,,
cruce_tablas,items_x_envio_cliente,poliza_id,Integer,gestion.poliza,,,
cruce_tablas,items_x_envio_cliente,registro_id,Integer,gestion.registro,,,
cruce_tablas,items_x_envio_cliente,com_cliente,relationship(MANYTOONE),comunicacion.com_cliente,,,
cruce_tablas,items_x_envio_cliente,materia,relationship(MANYTOONE),gestion.materia,,,
cruce_tablas,items_x_envio_cliente,poliza,relationship(MANYTOONE),gestion.poliza,,,
cruce_tablas,items_x_envio_cliente,registro,relationship(MANYTOONE),gestion.registro,,,
cruce_tablas,materias_x_envio,com_materias_id,Integer,comunicacion.com_materia,,,
cruce_tablas,materias_x_envio,id,Integer,,,,
cruce_tablas,materias_x_envio,materia_id,Integer,gestion.materia,,,
cruce_tablas,materias_x_envio,com_materia,relationship(MANYTOONE),comunicacion.com_materia,,,
cruce_tablas,materias_x_envio,materia,relationship(MANYTOONE),gestion.materia,,,
cruce_tablas,materias_x_registro,asegurado_id,Integer,datos.rut,,,
cruce_tablas,materias_x_registro,grupo_materia_id,Integer,grupos.grupo_materia,,,
cruce_tablas,materias_x_registro,id,Integer,,,,
cruce_tablas,materias_x_registro,registro_id,Integer,gestion.registro,,,
cruce_tablas,materias_x_registro,asegurado,relationship(MANYTOONE),datos.rut,,,
cruce_tablas,materias_x_registro,grupo_materia,relationship(MANYTOONE),grupos.grupo_materia,,,
cruce_tablas,materias_x_registro,registro,relationship(MANYTOONE),gestion.registro,,,
cruce_tablas,recotizaciones_x_poliza,comentarios,Text,,,,
cruce_tablas,recotizaciones_x_poliza,cotizacion_id,Integer,gestion.cotizacion,,,
cruce_tablas,recotizaciones_x_poliza,id,Integer,,,,
cruce_tablas,recotizaciones_x_poliza,poliza_id,Integer,gestion.poliza,,,
cruce_tablas,recotizaciones_x_poliza,cotizacion,relationship(MANYTOONE),gestion.cotizacion,,,
cruce_tablas,recotizaciones_x_poliza,poliza,relationship(MANYTOONE),gestion.poliza,,,
cruce_tablas,registros_x_polizas,cotizacion_id,Integer,gestion.cotizacion,,,
cruce_tablas,registros_x_polizas,id,Integer,,,,
cruce_tablas,registros_x_polizas,poliza_id,Integer,gestion.poliza,,,
cruce_tablas,registros_x_polizas,registro_id,Integer,gestion.registro,,,
cruce_tablas,registros_x_polizas,cotizacion,relationship(MANYTOONE),gestion.cotizacion,,,
cruce_tablas,registros_x_polizas,poliza,relationship(MANYTOONE),gestion.poliza,,,
cruce_tablas,registros_x_polizas,registro,relationship(MANYTOONE),gestion.registro,,,
cruce_tablas,seguros_x_cia,compania_id,Integer,operaciones.compania,,,
cruce_tablas,seguros_x_cia,id,Integer,,,,
cruce_tablas,seguros_x_cia,seguro_id,Integer,operaciones.seguro,,,
cruce_tablas,seguros_x_cia,compania,relationship(MANYTOONE),operaciones.compania,,,
cruce_tablas,seguros_x_cia,seguro,relationship(MANYTOONE),operaciones.seguro,,,
cruce_tablas,valores_x_cotizacion,cambio_moneda,"Numeric(10,4)",,,,
cruce_tablas,valores_x_cotizacion,clp_cuota,"Numeric(14,2)",,,,
cruce_tablas,valores_x_cotizacion,clp_prima_afecta,"Numeric(14,2)",,,,
cruce_tablas,valores_x_cotizacion,clp_prima_exenta,"Numeric(14,2)",,,,
cruce_tablas,valores_x_cotizacion,cotizacion_id,Integer,gestion.cotizacion,,,
cruce_tablas,valores_x_cotizacion,id,Integer,,,,
cruce_tablas,valores_x_cotizacion,plan_id,Integer,operaciones.plan,,,
cruce_tablas,valores_x_cotizacion,tasa_afecta,"Numeric(6,4)",,,,
cruce_tablas,valores_x_cotizacion,tasa_exenta,"Numeric(6,4)",,,,
cruce_tablas,valores_x_cotizacion,uf_cuota,"Numeric(10,4)",,,,
cruce_tablas,valores_x_cotizacion,uf_prima_afecta,"Numeric(10,4)",,,,
cruce_tablas,valores_x_cotizacion,uf_prima_exenta,"Numeric(10,4)",,,,
cruce_tablas,valores_x_cotizacion,usd_cuota,"Numeric(10,2)",,,,
cruce_tablas,valores_x_cotizacion,usd_prima_afecta,"Numeric(10,2)",,,,
cruce_tablas,valores_x_cotizacion,usd_prima_exenta,"Numeric(10,2)",,,,
cruce_tablas,valores_x_cotizacion,plan,relationship(MANYTOONE),operaciones.plan,,,
configuracion,parametro,clave,String(100),,,,
configuracion,parametro,descripcion,String(300),,,,
configuracion,parametro,id,Integer,,,,
configuracion,parametro,updated_at,DateTime(tz),,,,
configuracion,parametro,valor,Text,,,,
configuracion,usuario,activo,Boolean,,,,
configuracion,usuario,created_at,DateTime(tz),,,,
configuracion,usuario,email,String(150),,,,
configuracion,usuario,hashed_password,String(200),,,,
configuracion,usuario,id,Integer,,,,
configuracion,usuario,nombre,String(100),,,,
configuracion,usuario,rol,"Enum(admin, ejecutivo, supervisor, readonly)",,,,
configuracion,usuario,updated_at,DateTime(tz),,,,
configuracion,valor_uf,created_at,DateTime(tz),,,,
configuracion,valor_uf,fecha,Date,,,,
configuracion,valor_uf,id,Integer,,,,
configuracion,valor_uf,valor,"Numeric(12,2)",,,,
